Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
202,Female,11,2,4,4,7,4,6,5,7,7,2,3,1,6,1,4,4,4,4,6,7,4,5,3,6,3,6,6,2
203,Female,1,7,4,2,7,4,5,6,2,2,2,1,7,1,1,5,4,1,2,6,7,3,5,7,7,5,6,3,3
204,Male,3,2,7,3,6,1,2,3,5,7,2,3,1,6,2,1,5,1,4,3,5,1,6,2,4,2,6,4,7
205,Male,4,5,1,3,3,1,6,5,5,1,5,3,3,7,5,4,6,4,2,1,5,7,7,1,4,2,1,5,3
206,Female,10,7,7,2,1,6,3,2,6,2,5,7,5,5,4,7,1,2,6,7,2,6,4,3,1,3,4,4,1
207,Female,7,1,2,2,6,3,4,3,3,6,4,1,3,1,2,2,1,7,7,1,2,7,6,6,3,5,3,6,1
208,Female,9,1,5,6,4,3,6,1,2,3,7,4,7,1,6,4,7,3,5,1,5,3,5,1,2,7,6,1,5
209,Male,10,3,1,5,7,3,1,2,4,2,7,4,3,5,7,2,3,4,6,2,2,6,6,6,5,7,6,3,4
210,Male,4,5,3,1,3,6,4,5,2,2,1,4,1,5,3,6,6,7,2,4,7,3,2,2,3,3,5,2,4
211,Female,11,4,7,1,4,2,2,2,6,2,6,6,2,2,6,3,7,3,6,3,2,2,3,7,1,3,6,3,5
212,Male,8,6,4,6,2,2,6,5,7,1,2,5,2,6,2,6,2,1,6,3,1,4,4,5,7,1,2,2,4
213,Female,4,2,5,7,1,3,4,6,3,5,2,2,2,5,5,4,3,4,3,7,6,2,3,4,3,2,6,5,5
214,Female,2,7,6,1,7,1,7,7,3,4,6,5,1,2,6,3,2,7,4,4,1,7,5,6,3,1,7,4,2
215,Female,6,1,7,7,7,4,4,7,4,7,2,3,2,6,6,4,1,5,2,7,3,2,3,2,6,7,6,5,7
216,Female,12,5,5,5,4,1,5,7,5,5,1,6,6,7,3,1,7,2,7,3,1,5,6,5,6,5,3,6,2
217,Male,4,6,3,3,2,4,3,7,1,7,6,7,2,4,1,3,5,6,2,2,7,4,1,6,3,2,5,3,2
218,Male,1,2,6,4,7,2,4,5,5,4,6,4,1,2,1,7,2,3,6,5,6,2,2,4,3,5,3,3,1
219,Male,1,4,5,3,6,3,2,7,1,4,4,1,4,1,7,3,3,7,2,3,7,2,4,1,3,4,1,1,5
220,Male,11,1,6,1,3,2,5,2,4,7,6,5,5,2,4,4,1,5,7,5,4,7,4,1,2,2,3,6,7
221,Female,11,2,5,5,3,3,5,5,6,6,7,2,2,4,4,7,3,2,5,6,2,4,1,7,4,7,1,2,2
222,Male,10,2,1,2,4,3,5,5,6,1,4,5,5,1,4,3,4,1,3,4,2,5,6,5,2,2,2,2,7
223,Female,4,1,5,3,6,7,6,6,2,5,7,2,1,2,4,1,4,1,5,4,4,5,1,5,3,3,3,3,1
224,Female,3,6,7,3,1,7,1,5,7,5,4,7,3,2,6,3,4,6,6,7,7,2,1,3,2,7,7,4,5
225,Male,2,4,7,6,7,1,7,5,2,6,3,1,7,4,7,3,1,5,6,2,3,3,4,4,7,5,7,5,2
226,Male,6,1,5,1,2,6,6,4,6,3,6,7,4,5,3,1,7,4,1,1,5,5,4,6,6,1,6,3,2
227,Female,8,3,7,3,6,7,5,6,3,6,1,2,2,5,5,6,6,2,2,1,4,1,4,1,2,6,2,6,5
228,Male,5,7,3,6,7,2,7,3,6,6,6,4,3,1,7,5,5,4,7,2,1,7,1,2,4,3,5,3,6
229,Male,7,6,7,4,7,4,1,6,7,3,2,4,3,4,5,2,6,5,4,6,3,5,3,5,2,5,4,3,4
230,Female,3,2,1,4,2,1,6,1,4,6,1,3,7,3,4,2,7,7,4,5,4,4,4,4,4,4,7,2,3
231,Male,12,1,2,4,4,7,1,6,2,2,3,2,4,5,1,1,6,5,2,7,3,4,3,7,2,1,3,6,7
232,Female,7,7,3,5,1,1,6,5,4,6,7,7,2,3,3,3,1,3,4,5,5,5,1,2,5,7,3,3,6
233,Male,2,2,7,4,7,5,3,5,2,6,1,3,3,7,7,6,6,1,1,2,6,3,2,2,2,2,1,3,3
234,Male,12,3,7,5,7,7,6,3,6,5,7,4,1,3,1,6,6,5,1,4,7,6,6,5,5,3,6,4,4
235,Female,6,6,7,4,3,2,5,7,3,4,6,2,3,4,6,6,4,7,7,4,5,1,1,5,2,5,5,4,4
236,Male,4,5,5,7,6,4,1,4,3,1,3,5,2,7,3,6,7,4,2,1,5,1,7,2,3,3,2,6,3
237,Male,4,7,3,3,2,5,5,2,7,7,6,5,2,6,3,6,6,2,5,1,5,4,4,3,3,2,7,4,7
238,Female,9,7,4,1,5,7,2,3,5,5,6,7,1,5,7,3,2,6,1,5,4,6,7,3,4,4,6,7,2
239,Male,2,7,5,6,2,5,2,7,7,1,6,3,5,2,5,6,4,7,7,4,3,6,4,2,6,1,2,2,4
240,Male,1,2,1,2,7,4,5,7,4,3,4,4,1,7,1,1,2,5,6,2,5,7,7,7,1,6,7,5,5
241,Female,6,6,2,5,5,2,1,2,3,3,2,5,1,3,2,1,6,5,6,2,4,3,6,4,4,6,4,1,1
242,Male,9,4,2,1,2,5,7,1,1,5,6,2,3,1,6,7,4,2,4,1,7,7,5,1,7,6,4,7,7
243,Female,12,1,2,2,6,1,2,6,6,7,4,4,6,6,7,7,2,1,7,6,5,4,1,7,2,4,7,7,2
244,Female,4,5,3,3,4,5,5,1,4,6,2,4,7,6,5,2,3,7,2,3,2,2,4,5,5,1,7,6,6
245,Female,9,5,2,1,7,1,3,5,4,1,5,1,4,5,6,3,1,2,3,3,7,3,6,6,1,6,3,2,5
246,Female,3,2,4,7,2,5,1,1,2,3,1,1,2,1,7,3,3,2,1,4,4,2,2,6,2,5,6,1,1
247,Male,10,1,1,7,5,6,4,2,7,7,6,6,2,7,4,7,2,7,2,1,4,3,2,5,4,5,5,7,7
248,Female,4,6,1,1,3,6,5,7,1,5,7,4,7,3,3,7,1,2,6,2,1,5,6,2,3,4,1,2,5
249,Female,3,2,5,6,4,4,5,1,6,1,2,1,7,6,1,5,4,1,6,5,1,2,6,4,4,6,3,6,1
250,Female,1,5,2,4,7,6,1,3,6,5,2,1,6,1,4,1,1,3,1,6,2,7,2,7,7,5,2,6,4
251,Female,12,6,4,5,6,1,7,7,4,5,6,5,2,6,2,2,2,6,7,3,3,4,5,2,7,1,5,5,4
252,Male,8,6,1,2,3,4,6,6,3,2,1,3,7,5,7,3,6,7,3,2,1,1,4,2,7,7,3,5,3
253,Female,12,4,5,5,6,2,6,1,1,1,6,4,4,2,6,2,2,4,6,4,3,3,2,7,7,4,2,6,6
254,Male,12,6,7,2,6,2,4,5,7,7,5,6,1,6,1,5,5,5,3,5,6,2,4,7,2,5,7,3,1
255,Male,6,4,2,5,1,4,3,6,6,4,6,5,1,6,1,4,6,7,6,5,2,5,1,1,4,1,6,1,6
256,Male,12,5,2,2,2,7,1,2,7,6,6,2,7,3,3,1,3,7,3,7,5,7,2,2,2,4,4,3,4
257,Female,10,5,1,6,6,4,3,3,7,4,6,7,5,3,3,7,7,7,5,6,3,2,1,6,1,5,2,4,1
258,Female,7,3,3,1,7,3,5,6,4,6,6,4,1,4,1,3,6,2,6,3,7,2,7,6,2,4,3,7,3
259,Male,11,7,4,5,4,4,5,4,4,7,2,4,3,3,2,7,7,3,6,4,6,6,4,3,2,3,4,2,2
260,Female,4,4,1,3,7,5,2,7,7,4,3,5,7,2,6,4,6,2,2,3,2,5,3,1,5,3,7,1,2
261,Female,12,6,7,3,1,4,3,6,5,2,1,6,5,5,4,6,3,4,5,7,2,6,4,2,6,1,1,7,5
262,Female,1,3,2,5,7,2,3,5,6,6,6,1,4,3,2,4,1,7,6,2,5,1,1,2,7,2,5,1,7
263,Male,1,6,6,5,1,2,6,2,4,1,7,5,2,4,7,2,5,7,1,5,5,1,2,4,5,4,5,2,4
264,Female,2,4,1,1,2,4,1,6,3,4,6,3,2,1,2,6,2,5,3,7,5,6,5,2,4,7,2,6,2
265,Female,10,7,3,7,1,4,1,5,7,2,7,5,5,4,3,3,2,1,1,2,1,2,3,6,6,7,2,6,3
266,Male,8,6,1,6,3,6,5,1,1,4,4,2,6,3,4,4,1,6,6,3,2,2,3,7,7,7,4,7,5
267,Male,1,5,5,3,4,1,2,7,4,6,7,3,5,7,2,3,1,1,2,3,2,4,5,1,4,7,7,4,4
268,Male,6,4,1,7,7,4,5,1,2,5,5,4,3,2,3,7,5,1,5,5,6,1,5,5,2,4,5,7,5
269,Male,4,7,5,6,7,6,7,6,2,6,5,2,2,6,6,5,2,3,7,3,3,1,3,2,2,5,2,5,3
270,Female,8,1,5,7,4,2,7,1,2,5,4,2,1,1,4,1,2,1,5,6,2,1,2,6,7,6,1,6,6
271,Female,7,1,5,2,4,5,1,5,1,6,3,4,1,2,1,5,7,4,2,4,6,6,6,7,3,1,2,4,3
272,Female,12,1,3,7,1,3,1,4,1,2,3,5,3,6,2,4,5,1,3,2,4,1,4,6,5,3,5,7,7
273,Female,1,4,5,2,3,2,2,2,5,5,5,3,1,2,6,6,4,3,6,4,7,6,3,6,3,6,4,2,5
274,Female,2,5,6,1,4,2,1,1,5,3,6,2,5,6,7,6,3,2,4,4,1,1,7,6,4,4,2,2,2
275,Female,2,2,2,7,4,7,5,4,7,7,2,5,6,2,5,4,2,5,5,4,7,2,2,1,6,5,7,3,4
276,Female,10,4,5,4,4,6,3,4,2,1,7,7,2,4,4,4,4,5,2,2,4,2,1,5,1,7,4,6,2
277,Female,7,1,5,6,6,7,6,1,1,3,5,1,4,1,7,3,6,5,3,6,6,7,5,5,3,7,3,3,6
278,Male,2,1,7,4,4,4,7,7,3,4,3,1,2,1,3,6,2,3,3,6,3,6,1,4,3,3,5,6,2
279,Female,1,6,7,7,2,1,6,1,1,3,1,4,1,1,2,5,1,4,4,6,7,5,5,7,3,5,4,2,4
280,Female,7,7,4,2,5,3,5,5,6,3,3,6,1,7,6,3,4,4,7,5,4,1,4,7,5,6,7,3,7
281,Female,2,6,3,6,5,7,3,6,7,5,6,6,1,6,5,6,5,5,4,7,7,7,1,7,2,3,2,5,4
282,Male,4,6,1,2,2,7,5,6,1,5,3,3,2,5,5,4,6,1,7,1,4,1,4,2,7,4,6,5,4
283,Female,12,2,6,7,7,7,7,5,7,7,1,3,4,3,6,6,1,4,2,6,6,6,5,3,7,6,6,6,3
284,Male,11,4,2,2,1,4,2,6,5,2,1,3,1,3,1,5,2,4,2,4,5,6,1,3,7,7,3,5,1
285,Male,7,6,7,2,2,6,1,2,5,7,5,7,4,3,5,6,7,7,7,4,5,7,6,4,3,2,4,3,5
286,Male,12,1,2,4,4,3,1,4,2,3,2,4,2,1,3,4,1,1,1,6,6,6,5,4,6,6,1,2,6
287,Female,4,7,7,1,4,7,1,3,4,2,3,3,5,4,5,2,3,6,1,6,1,4,5,6,3,1,5,7,7
288,Male,3,1,3,3,5,4,4,1,6,7,7,2,1,2,1,5,4,6,1,3,7,1,3,1,2,3,2,6,1
289,Male,5,3,2,1,6,3,4,4,4,2,5,6,2,7,1,5,5,1,6,1,7,2,6,4,3,4,7,5,5
290,Male,5,2,3,6,6,5,1,2,3,3,4,6,4,5,6,6,4,3,2,4,3,4,1,5,2,3,4,5,7
291,Female,10,7,2,6,4,7,7,5,3,7,1,2,5,2,3,2,2,6,6,5,5,6,4,1,4,7,4,1,5
292,Female,3,4,7,7,6,1,5,2,7,2,6,6,5,2,1,5,7,7,4,2,4,6,2,6,7,5,6,6,5
293,Female,7,3,4,5,2,6,3,5,5,4,4,5,7,3,4,5,7,2,6,4,6,1,7,4,6,7,1,6,7
294,Male,9,2,7,2,1,3,1,3,3,3,7,7,1,1,7,7,6,6,1,5,6,6,6,2,2,5,3,3,4
295,Female,6,6,1,2,3,3,4,6,7,3,3,5,7,2,1,2,2,1,2,2,3,3,5,5,5,6,6,2,7
296,Female,3,3,2,5,7,7,5,7,4,4,6,4,3,7,2,5,2,5,3,3,4,6,1,4,6,3,2,3,5
297,Female,10,7,6,1,3,5,7,3,6,1,4,3,7,1,5,5,4,5,7,4,1,6,2,5,5,4,1,5,7
298,Male,4,3,1,5,2,3,1,3,1,5,3,7,1,2,1,2,6,4,1,7,7,7,7,5,3,3,6,3,6
299,Female,9,1,7,7,2,2,6,4,2,7,7,5,2,2,5,1,7,1,6,1,1,2,6,6,2,4,3,4,2
300,Male,3,3,7,1,5,1,5,7,6,4,2,2,2,6,2,1,5,3,1,3,2,5,5,7,2,2,4,1,3
301,Male,4,3,2,2,4,4,7,3,5,2,4,7,5,1,6,6,6,5,2,4,4,7,5,6,6,5,3,2,2
302,Male,8,7,1,1,6,1,1,7,7,7,1,7,1,1,3,6,2,2,6,6,7,6,1,1,6,7,1,4,4
303,Male,11,6,2,1,6,2,7,6,1,6,6,3,4,7,5,5,3,2,3,1,7,1,7,4,6,2,4,6,1
304,Male,1,3,7,5,6,5,5,3,7,5,3,7,1,5,3,6,6,4,2,6,5,1,1,4,6,4,6,3,2
305,Female,10,4,2,6,5,5,2,4,4,4,6,7,1,1,6,6,6,1,2,7,7,2,4,7,5,6,1,3,1
306,Female,7,6,5,1,7,3,1,1,6,3,1,6,1,7,3,4,5,1,6,7,2,6,4,5,5,3,7,5,7
307,Male,12,5,6,6,2,6,3,3,5,6,4,6,4,1,1,5,2,7,1,1,6,2,1,7,3,1,1,6,3
308,Male,10,7,2,7,5,2,5,4,6,1,1,6,5,4,7,7,2,3,6,1,6,7,7,2,6,1,2,3,6
309,Male,5,6,3,4,7,7,1,4,5,2,5,5,4,3,5,1,7,2,2,5,6,5,6,4,6,7,3,4,7
310,Female,9,4,1,5,6,7,7,3,4,1,5,3,5,6,5,7,4,1,5,6,6,1,3,7,3,7,2,2,3
311,Female,4,6,2,7,1,3,7,3,3,5,2,1,5,1,2,2,5,5,6,3,1,3,3,1,5,6,3,7,1
312,Female,7,2,1,6,2,1,1,1,6,5,3,7,6,1,1,2,3,3,7,6,7,2,5,1,3,2,3,3,2
313,Female,1,1,2,1,4,2,3,3,1,4,6,5,1,6,2,5,7,1,5,5,7,5,6,2,5,7,2,3,6
314,Male,7,7,2,3,3,4,4,7,7,5,6,7,5,5,7,1,6,2,2,7,3,5,7,6,2,3,4,3,6
315,Female,2,5,2,2,2,6,1,4,3,5,1,7,2,1,7,3,1,3,6,1,7,3,4,5,1,4,1,4,6
316,Female,10,7,2,6,3,7,4,1,1,7,2,1,1,4,6,5,3,7,7,7,4,2,7,3,7,7,7,3,6
317,Male,8,6,2,3,6,6,7,1,3,7,6,3,7,7,4,4,7,7,2,4,6,7,7,3,1,4,6,2,7
318,Female,12,7,5,2,7,2,4,5,6,3,2,4,4,2,2,3,5,1,3,7,7,7,6,4,5,2,3,1,3
319,Male,11,4,7,5,5,7,3,4,7,1,1,1,1,2,3,6,4,5,7,1,5,1,5,6,4,3,2,4,4
320,Female,8,3,4,3,6,7,2,4,6,6,4,1,2,4,7,4,3,1,1,6,5,7,2,4,1,3,1,2,6
321,Male,9,3,7,5,1,5,7,7,5,1,5,6,5,1,3,1,3,5,7,3,5,3,4,4,6,5,7,4,1
322,Female,2,4,6,3,7,6,5,3,1,7,4,4,7,3,4,5,7,6,7,3,1,4,3,2,1,3,2,4,3
323,Male,12,4,2,5,3,5,6,4,3,2,2,5,6,6,6,6,6,4,1,4,2,4,7,3,1,5,1,2,7
324,Male,11,2,4,6,6,3,3,3,7,3,6,7,6,2,7,1,3,6,1,5,3,6,3,5,3,2,2,4,6
325,Female,1,2,1,2,2,6,2,2,2,1,3,1,6,6,1,6,1,6,2,4,5,4,2,6,6,2,2,4,5
326,Male,3,4,3,5,2,2,4,5,2,1,7,6,6,2,7,2,5,5,2,2,7,3,4,4,5,7,2,2,1
327,Female,2,5,7,4,5,4,7,5,6,6,7,3,1,1,2,7,7,5,7,3,3,7,2,6,4,5,4,7,3
328,Female,6,3,5,7,7,2,7,7,6,2,6,3,4,7,7,6,3,1,5,5,5,6,1,2,5,2,2,3,2
329,Male,1,5,6,1,7,6,4,1,7,2,3,7,3,2,4,4,7,6,2,5,6,6,1,1,3,6,2,2,3
330,Male,2,7,2,2,5,2,6,7,5,3,2,4,2,1,3,5,7,3,3,5,3,4,7,3,6,7,3,1,1
331,Female,11,5,6,5,7,6,1,7,6,3,7,3,1,5,2,6,6,5,1,2,2,5,5,3,1,4,5,6,2
332,Female,11,3,4,7,3,7,6,1,5,6,5,4,2,6,5,4,3,5,5,7,7,1,7,6,3,7,6,4,6
333,Female,4,1,3,5,7,4,7,5,5,6,5,2,5,3,5,7,6,3,2,3,3,2,7,1,6,1,5,3,3
334,Female,10,1,5,3,6,5,6,2,3,3,7,6,4,7,4,7,5,2,6,6,2,1,7,3,5,6,7,5,5
335,Female,2,4,2,7,6,2,4,1,1,2,2,1,5,3,7,5,7,1,6,7,6,5,6,5,2,5,3,4,6
336,Female,12,4,2,6,4,1,5,6,5,4,7,5,3,6,3,7,2,7,4,4,5,6,3,2,2,1,5,5,7
337,Female,6,1,2,5,3,2,7,2,5,7,6,5,2,6,1,3,7,4,4,3,3,4,6,6,3,6,5,5,2
338,Female,4,5,1,4,5,2,4,3,4,3,5,2,5,3,5,7,3,2,4,2,4,6,2,1,7,5,6,2,1
339,Female,3,6,3,7,7,3,1,7,4,4,5,5,4,7,3,7,3,2,4,7,4,3,1,4,2,2,3,3,1
340,Female,11,7,3,3,1,7,6,1,6,5,5,3,3,7,2,1,4,3,6,5,3,3,5,4,7,6,2,2,2
341,Female,4,5,3,7,4,2,2,3,3,5,5,7,2,6,1,5,1,7,6,1,6,5,5,2,2,7,1,4,1
342,Male,3,5,7,4,1,6,7,5,7,2,5,1,4,2,1,4,5,1,4,7,3,3,5,6,5,6,2,6,7
343,Female,4,2,4,3,3,7,3,3,2,6,7,7,1,7,6,2,6,2,6,3,2,4,6,7,1,3,3,4,7
344,Male,2,6,6,2,2,1,1,2,4,1,2,3,4,4,3,5,5,7,3,6,6,4,5,7,7,5,6,5,3
345,Female,7,7,4,3,2,4,1,6,5,2,6,2,5,7,2,1,7,6,2,2,5,3,1,4,3,1,1,3,3
346,Female,6,1,4,5,2,4,7,3,2,7,7,5,2,7,1,7,5,4,5,7,6,7,5,3,4,3,7,5,6
347,Female,12,7,3,5,7,5,6,5,1,1,3,6,4,3,4,2,6,4,1,5,6,1,5,3,6,6,6,4,6
348,Female,4,7,5,7,5,4,1,7,1,2,1,6,5,6,3,6,5,7,3,4,4,1,2,3,3,3,5,6,6
349,Male,3,4,7,4,6,2,5,6,3,5,1,1,7,4,6,5,7,7,4,2,3,3,6,6,4,5,5,2,6
350,Male,11,7,6,6,2,2,2,4,6,6,4,3,6,3,4,6,1,1,5,6,6,2,6,4,5,3,2,4,7
351,Female,12,3,2,3,7,1,5,6,4,7,6,1,4,3,5,2,4,1,7,6,4,2,4,4,4,5,7,4,7
352,Female,9,5,6,7,3,5,2,1,7,7,1,2,5,4,4,1,3,7,3,1,2,2,6,6,3,5,6,1,6
353,Female,12,1,4,3,5,1,6,6,4,2,6,5,1,6,3,4,1,4,7,4,5,5,7,4,1,3,3,6,7
354,Male,12,1,2,2,6,4,3,5,1,5,3,6,1,6,2,7,7,3,1,4,3,5,5,4,3,3,3,2,1
355,Male,4,1,7,4,5,6,5,6,3,5,7,1,2,1,2,1,5,4,3,7,7,7,7,2,6,3,1,6,6
356,Female,1,2,2,5,4,6,4,6,4,5,5,4,7,4,2,6,4,7,1,1,6,7,5,1,4,5,5,6,6
357,Male,12,4,4,6,3,3,1,7,5,1,5,2,6,7,2,5,5,1,5,2,1,4,4,5,7,4,3,3,1
358,Female,1,1,4,4,1,2,3,2,1,1,2,7,1,4,4,4,7,4,5,6,5,5,1,2,6,2,7,2,2
359,Female,10,4,4,6,2,7,7,6,2,3,4,1,1,4,4,7,2,7,1,7,6,3,2,4,1,7,1,7,1
360,Male,11,3,3,1,4,2,7,3,3,4,3,6,6,7,2,2,5,5,6,5,4,4,2,5,5,2,6,1,7
361,Male,3,4,3,3,4,7,2,5,3,4,7,5,7,4,2,2,3,1,1,7,5,2,5,1,6,1,2,3,5
362,Female,1,1,7,5,3,2,4,3,7,1,1,1,1,4,7,1,6,4,6,7,3,5,5,3,3,6,2,5,6
363,Male,8,7,2,2,3,2,1,5,5,3,7,1,5,5,7,5,5,1,4,4,2,5,3,4,4,2,4,2,7
364,Male,8,2,3,2,3,2,3,5,1,1,5,1,1,6,4,2,4,3,7,6,1,7,6,4,4,2,7,2,4
365,Male,5,3,1,2,4,4,6,3,2,7,7,4,3,1,7,5,2,7,6,7,3,1,3,4,3,1,3,1,7
366,Female,8,3,6,3,1,4,1,6,5,7,6,5,2,7,5,6,3,3,6,7,3,6,5,7,7,7,2,2,4
367,Female,1,1,7,1,3,1,6,5,6,1,5,4,7,6,1,4,6,3,6,5,5,7,6,2,6,3,1,2,7
368,Female,4,1,3,2,3,4,4,6,7,1,6,6,5,3,6,2,2,1,7,2,1,5,5,3,2,1,3,5,4
369,Female,1,2,5,7,1,1,1,1,7,4,7,1,2,6,7,7,7,7,2,4,2,2,3,4,7,7,2,7,7
370,Female,1,6,7,7,7,5,3,3,2,1,2,3,3,4,7,1,1,7,1,2,7,7,6,6,4,7,1,5,4
371,Male,3,7,5,1,6,1,3,2,4,3,2,7,6,4,1,2,6,6,3,5,3,6,6,5,2,2,6,6,5
372,Female,1,4,7,5,5,5,1,5,6,1,6,5,5,1,5,2,5,3,5,6,7,5,5,3,3,7,3,4,2
373,Male,5,2,3,3,2,7,4,3,7,2,1,4,6,7,3,2,5,3,5,1,5,3,2,7,6,5,4,1,7
374,Male,8,2,1,2,4,2,6,2,6,7,5,6,6,5,1,5,5,6,5,6,5,5,3,3,3,1,7,7,6
375,Female,7,6,6,7,1,6,7,6,7,5,6,6,3,2,3,2,6,2,2,5,4,3,1,4,7,4,1,5,2
376,Female,6,4,7,2,4,4,7,6,6,3,7,3,4,5,3,5,4,4,7,1,1,2,6,7,1,6,3,1,7
377,Female,9,2,6,6,5,1,3,2,7,2,5,7,7,3,3,2,2,7,7,1,7,5,5,5,4,6,4,3,5
378,Female,10,2,4,7,3,2,4,7,7,2,5,6,6,7,2,2,1,5,3,5,6,4,5,5,3,5,6,7,4
379,Female,3,7,5,1,3,4,4,6,7,4,6,1,2,5,1,3,5,2,4,2,1,4,1,2,4,7,4,5,1
380,Female,8,1,5,5,5,1,6,1,5,6,7,5,1,3,7,4,4,7,2,7,7,1,5,3,4,7,4,1,5
381,Female,7,2,5,5,1,4,6,4,4,3,5,1,2,4,5,5,2,5,6,7,6,2,1,6,6,6,4,5,5
382,Male,11,3,2,5,4,2,6,4,2,5,3,5,1,1,6,5,4,1,3,4,4,2,4,3,1,4,6,5,4
383,Male,4,3,3,4,4,2,5,6,2,6,4,3,2,1,5,1,5,6,5,2,4,3,1,7,3,4,4,5,4
384,Male,2,6,2,1,4,5,5,2,1,4,1,4,2,2,4,3,3,3,7,4,1,7,3,3,7,7,5,4,1
385,Male,2,6,4,7,3,1,2,7,1,5,4,1,2,7,5,1,6,5,6,3,5,7,5,1,6,3,7,7,2
386,Female,12,6,2,1,5,7,2,5,2,3,2,4,7,7,2,1,7,2,1,2,5,2,7,1,4,2,2,1,7
387,Male,4,5,3,7,3,6,3,7,3,5,4,7,6,3,7,1,7,2,1,1,1,1,7,7,4,1,2,5,5
388,Male,8,4,5,2,4,5,4,3,3,3,5,1,4,7,1,3,1,5,5,5,4,2,2,2,6,6,5,4,2
389,Male,11,7,6,7,4,7,5,2,4,7,1,7,6,7,3,6,5,1,7,4,1,3,4,6,2,4,6,2,1
390,Male,9,7,4,3,7,4,4,2,7,5,6,3,4,3,3,4,6,4,6,6,4,6,4,7,3,5,5,7,3
391,Male,5,2,3,1,1,3,4,4,3,5,3,4,2,5,2,4,7,2,1,7,5,6,4,4,3,4,7,2,5
392,Male,2,5,4,7,2,7,7,6,6,7,1,6,3,2,1,2,2,1,3,4,1,5,5,4,4,7,1,4,7
393,Female,5,2,6,5,3,4,2,4,1,2,4,3,5,2,7,2,7,1,6,1,2,4,2,1,4,7,2,1,3
394,Male,2,3,6,4,4,3,7,5,2,7,5,1,4,6,3,5,2,6,6,1,3,3,6,5,2,7,5,3,5
395,Female,10,5,5,6,6,7,3,1,1,1,3,1,6,7,2,4,6,6,2,6,1,7,7,7,4,5,3,7,5
396,Female,1,2,2,5,3,4,1,1,4,3,3,1,3,4,4,7,5,5,5,2,1,7,2,3,2,5,7,3,2
397,Female,4,5,1,1,1,4,5,5,7,7,7,3,7,4,2,4,6,4,4,2,4,1,4,2,1,6,3,4,3
398,Male,12,6,3,4,3,4,7,1,6,3,4,1,6,2,5,7,4,6,1,6,6,2,4,2,4,5,1,6,3
399,Male,8,6,2,3,5,4,4,4,4,2,6,4,7,2,1,6,6,6,1,7,5,3,5,3,1,4,4,5,3
400,Female,5,3,3,5,7,6,4,2,3,2,6,4,6,4,4,2,2,5,5,2,6,5,3,7,4,7,7,2,6
401,Male,6,1,6,6,3,7,6,7,6,2,3,7,2,2,6,2,1,1,3,4,2,1,7,2,6,3,2,2,6
402,Male,3,6,7,7,4,4,7,6,7,6,1,3,5,2,5,3,6,2,3,4,6,2,5,5,4,2,6,1,6
403,Female,4,1,7,5,2,7,4,2,4,5,7,3,7,6,3,4,7,7,3,1,2,7,7,1,6,3,5,4,5
404,Female,2,3,5,6,7,1,5,4,6,5,4,4,1,5,1,4,3,2,6,3,2,7,7,7,7,5,7,4,7
405,Male,5,7,5,6,1,7,4,1,3,4,5,4,2,6,4,1,7,3,6,4,2,7,6,2,1,5,5,4,4
406,Male,1,3,1,3,5,2,2,1,7,5,3,3,7,2,4,3,3,5,2,3,7,7,2,4,4,6,1,5,7
407,Male,10,4,2,6,4,5,1,2,2,3,2,3,3,3,4,2,4,5,3,6,2,5,6,3,5,4,1,6,6
408,Female,7,3,1,5,2,5,5,2,3,2,3,1,4,7,5,3,6,5,2,5,2,2,2,7,5,4,4,6,2
409,Female,10,2,7,6,7,2,4,3,4,7,3,4,5,3,5,5,3,1,4,5,5,3,3,1,6,3,3,1,7
410,Female,5,4,6,3,7,1,7,4,6,1,6,1,7,4,7,1,1,1,6,5,7,2,2,2,5,5,4,6,3
411,Male,4,7,3,5,6,2,4,1,1,4,3,2,5,5,6,3,6,1,5,6,1,5,5,2,6,1,4,3,5
412,Female,2,2,5,7,5,7,3,6,7,2,4,1,4,6,5,5,4,2,2,2,1,4,1,3,2,4,7,3,2
