Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
702,Female,1,1,5,7,2,4,3,7,1,5,4,2,7,1,2,3,6,4,1,5,2,2,7,3,4,2,4,2,3
703,Female,7,2,1,2,1,1,7,4,7,4,6,3,4,1,1,7,3,4,1,7,7,6,5,6,1,3,6,5,3
704,Female,9,1,7,4,7,2,5,7,2,6,6,6,7,3,4,2,5,1,7,5,7,6,1,6,7,3,3,7,1
705,Male,9,5,3,7,4,3,7,7,2,6,4,1,2,4,4,7,7,4,6,6,7,4,2,1,1,3,2,1,3
706,Female,7,2,1,7,5,5,3,2,6,4,5,6,4,1,7,4,3,7,5,5,6,3,5,5,5,6,3,6,3
707,Female,12,6,7,6,7,3,4,2,4,2,2,2,2,4,5,3,2,4,4,5,5,1,3,5,1,5,4,3,7
708,Male,5,2,3,7,5,1,7,4,5,5,6,4,6,1,3,2,3,4,1,7,2,4,6,7,7,2,1,2,2
709,Male,6,4,5,5,4,7,5,5,2,5,5,7,4,7,2,7,7,1,4,4,4,5,3,2,7,4,3,7,7
710,Male,1,3,5,7,4,6,6,1,5,2,6,4,1,6,4,1,6,5,3,4,4,3,5,2,7,1,4,2,2
711,Female,9,6,1,3,4,1,1,7,2,1,6,6,1,3,2,3,4,5,1,6,7,4,7,4,3,7,7,1,5
712,Male,2,5,5,1,6,6,3,4,3,4,4,7,5,2,1,3,6,2,6,5,2,6,6,2,2,5,1,6,7
713,Female,3,6,5,2,5,1,6,7,2,4,2,6,1,7,1,1,4,4,7,4,7,3,1,7,6,4,1,2,5
714,Male,4,2,1,7,6,5,2,1,6,5,2,1,4,5,4,3,4,3,2,1,2,2,2,3,5,4,3,3,3
715,Female,1,7,1,1,5,5,7,6,2,7,3,2,5,1,3,6,7,6,5,7,5,7,5,5,1,7,6,6,2
716,Male,6,4,4,2,5,4,5,1,1,1,2,4,3,3,3,6,5,4,3,6,4,1,6,7,5,2,6,3,1
717,Female,10,3,3,7,3,2,3,4,6,3,1,4,3,4,4,4,5,4,4,4,5,3,5,4,5,5,7,5,2
718,Male,10,3,7,3,6,7,7,3,1,3,4,6,3,2,2,5,5,5,5,5,4,7,6,6,1,6,7,1,2
719,Female,12,3,7,6,3,5,4,6,1,3,4,3,2,4,1,2,7,1,1,3,6,7,5,2,2,7,4,5,4
720,Female,3,3,3,5,5,6,4,2,3,1,1,2,6,7,6,6,5,2,7,3,7,2,6,6,3,5,3,7,4
721,Male,1,2,2,2,1,4,4,6,7,7,2,4,5,6,4,7,1,4,4,3,2,6,6,6,2,5,1,5,2
722,Female,3,2,4,1,3,1,6,1,6,6,6,7,3,7,5,1,6,2,6,6,4,6,5,2,4,7,6,4,7
723,Female,10,7,4,6,2,7,6,2,2,5,5,2,1,4,6,2,5,5,5,1,5,2,5,4,2,3,7,6,5
724,Male,2,4,1,2,5,1,2,3,4,7,1,7,5,7,5,6,2,6,3,2,6,1,6,1,7,1,1,1,7
725,Female,7,1,2,4,4,3,7,3,3,4,7,3,6,3,4,4,3,6,3,5,3,3,4,4,6,5,1,4,7
726,Female,3,5,5,6,6,3,6,3,5,3,4,7,5,6,4,3,5,1,7,1,3,3,5,6,5,1,4,6,3
727,Male,1,7,1,4,4,6,3,5,2,3,3,4,1,4,6,4,6,3,7,4,4,3,6,5,7,1,3,1,2
728,Female,10,6,3,2,5,2,3,3,3,2,4,1,1,2,7,5,2,7,5,1,3,7,6,7,3,1,4,7,2
729,Male,3,3,1,7,7,2,6,6,2,7,1,5,4,7,3,4,1,4,2,6,4,1,7,2,1,5,6,5,7
730,Male,8,5,1,7,5,6,5,4,1,2,6,6,7,6,1,1,4,2,4,7,1,5,7,6,2,5,1,1,6
731,Female,8,4,7,6,7,3,6,7,2,5,3,3,3,3,6,7,7,5,2,1,1,4,1,1,3,4,4,5,7
732,Male,10,1,5,5,5,4,6,2,3,5,1,5,7,3,4,7,6,1,1,7,7,6,4,3,2,1,6,3,3
733,Male,4,3,3,1,5,5,7,4,1,7,7,2,2,4,2,4,7,4,2,7,3,3,1,4,2,7,4,3,3
734,Female,10,7,2,1,2,5,5,6,7,1,5,3,4,4,6,4,5,5,2,1,7,4,3,1,1,2,1,6,4
735,Female,3,3,1,7,5,6,1,4,3,6,4,7,5,4,1,6,5,7,4,5,4,7,3,7,3,2,5,6,3
736,Female,10,3,6,4,2,4,3,5,1,3,7,6,7,4,3,4,5,6,2,1,5,3,2,4,6,2,5,7,3
737,Female,6,7,7,3,2,2,1,4,2,4,5,3,7,5,7,4,7,7,6,1,6,5,7,2,1,6,1,5,5
738,Female,10,3,4,2,4,6,3,4,5,2,7,1,5,4,7,5,1,6,6,1,7,3,4,5,5,1,6,2,1
739,Male,1,4,1,4,5,7,7,7,7,7,1,2,3,3,2,3,1,5,7,4,2,7,2,7,1,7,4,2,6
740,Male,7,6,3,1,5,5,7,6,4,3,5,3,4,2,6,5,4,3,4,4,4,6,2,5,4,7,5,2,7
741,Female,2,1,1,4,2,4,2,1,2,7,7,6,6,7,5,2,3,2,3,5,1,2,2,3,6,3,4,6,3
742,Male,11,4,4,2,4,4,6,6,7,1,2,6,7,3,5,7,7,5,4,7,4,2,6,1,7,6,6,1,5
743,Female,7,1,7,2,7,4,3,5,1,7,5,3,1,4,3,5,2,7,6,7,5,3,2,3,3,1,5,1,7
744,Female,3,1,5,3,2,7,1,7,4,2,1,4,1,1,6,3,4,5,1,5,7,6,1,7,3,7,2,1,7
745,Male,4,3,7,3,3,5,4,7,3,1,3,3,4,7,7,3,5,5,3,1,2,4,6,7,7,5,4,4,1
746,Female,7,3,3,3,5,6,4,1,5,4,4,5,5,1,1,5,3,3,6,4,5,3,4,7,6,1,3,3,2
747,Male,5,4,6,5,7,2,6,7,1,2,2,5,6,4,1,7,7,4,4,4,5,7,6,7,5,7,3,5,5
748,Male,9,2,2,6,1,5,2,6,7,6,1,4,4,6,2,4,7,3,5,2,7,7,4,3,1,4,6,5,3
749,Male,7,4,5,1,7,7,4,6,3,5,2,7,4,6,3,4,5,3,4,5,2,2,1,3,2,6,7,7,3
750,Male,6,4,4,1,1,4,3,2,4,6,3,4,3,5,5,1,7,1,3,6,2,7,7,5,2,2,5,7,2
751,Female,3,7,2,6,1,3,5,7,7,5,4,7,4,6,1,7,6,3,7,7,2,4,2,5,5,7,1,7,3
752,Female,7,1,5,1,3,7,2,6,5,7,6,1,2,7,6,3,3,2,7,4,1,3,5,5,2,2,7,6,3
753,Female,6,2,5,7,7,3,4,4,5,7,5,6,4,2,5,6,6,1,5,3,6,3,4,7,3,6,6,5,1
754,Male,5,7,6,6,2,2,4,5,3,3,5,2,4,5,1,5,1,6,4,6,5,7,1,4,6,1,7,4,5
755,Male,7,4,6,1,3,4,5,2,7,5,1,2,5,4,2,4,2,7,3,1,7,5,4,7,3,4,3,1,5
756,Male,4,2,3,7,6,7,3,5,3,7,5,4,5,6,1,7,5,5,3,3,1,6,7,5,5,3,2,3,3
757,Female,6,1,2,2,5,3,1,7,4,4,3,6,6,4,3,2,1,6,7,2,2,1,2,6,2,6,7,2,2
758,Female,2,6,2,1,1,4,2,5,3,7,5,4,1,4,6,1,4,2,1,1,6,7,7,4,4,4,5,1,6
759,Female,12,6,4,1,1,2,1,7,2,2,7,3,2,1,7,3,4,1,7,1,2,2,3,5,5,7,6,3,4
760,Female,3,6,3,5,6,7,2,6,6,1,3,5,6,2,7,5,5,1,7,1,1,7,7,5,7,3,6,5,2
761,Male,7,2,2,5,7,7,6,2,4,7,2,5,3,6,1,7,4,7,2,4,4,6,7,4,3,7,6,2,6
762,Male,4,4,1,2,6,7,1,4,7,1,6,4,4,4,6,7,3,3,6,1,6,3,1,7,4,1,2,7,5
763,Male,6,4,4,2,7,4,4,7,4,2,5,6,1,1,5,4,5,1,3,3,3,6,1,1,5,7,2,6,1
764,Female,7,1,6,7,2,6,7,2,6,4,3,2,5,4,7,6,2,6,4,6,2,6,3,4,1,1,4,6,5
765,Female,7,1,3,2,3,7,4,1,7,7,7,1,1,4,5,5,6,4,1,5,1,1,4,2,1,7,7,4,1
766,Male,5,6,5,6,3,2,5,1,2,2,1,1,1,2,1,1,6,6,4,5,1,6,5,3,2,6,3,6,6
767,Male,2,3,6,3,4,4,5,2,3,1,2,2,7,1,6,3,6,5,6,3,3,5,7,7,7,3,4,6,3
768,Male,3,6,7,1,6,1,6,4,3,4,2,6,3,5,1,7,4,3,1,3,2,2,1,7,5,4,5,4,4
769,Female,9,3,7,3,1,4,5,5,1,2,2,4,3,7,3,7,4,5,4,6,2,1,7,2,4,2,6,7,3
770,Female,4,3,3,6,6,3,7,7,5,4,6,3,6,7,5,5,1,4,4,2,2,3,1,6,3,3,3,5,3
771,Male,3,7,2,3,7,2,4,6,7,7,6,3,4,3,1,1,6,3,5,4,6,6,3,5,5,2,1,3,2
772,Male,8,6,4,2,5,5,6,3,1,5,7,7,4,6,4,1,5,3,4,2,4,2,6,2,7,2,3,4,4
773,Male,4,4,3,5,6,1,3,2,2,4,5,1,1,3,1,6,4,1,5,1,1,5,7,1,2,7,7,2,3
774,Male,6,3,7,6,1,6,4,4,3,3,2,4,1,4,7,1,3,6,7,1,7,4,4,2,3,3,7,7,2
775,Male,9,3,1,7,3,7,5,1,1,5,3,7,5,6,3,3,1,3,6,2,2,2,2,3,6,5,1,4,1
776,Female,5,4,2,7,4,6,5,1,3,6,7,3,7,3,5,6,3,7,2,6,4,3,4,3,5,6,7,6,7
777,Male,10,2,6,7,6,7,7,2,3,7,7,1,4,5,3,5,1,6,1,4,7,3,1,2,1,4,4,3,4
778,Female,11,5,3,4,4,7,6,7,4,4,4,7,5,5,2,7,2,6,1,1,6,7,6,4,4,1,5,1,2
779,Male,1,7,3,1,6,5,1,7,5,2,5,3,5,4,4,5,6,2,1,5,2,6,2,4,6,5,4,6,1
780,Male,12,2,3,2,5,4,5,7,5,5,5,5,2,5,2,1,7,6,5,6,5,7,7,5,2,4,5,7,1
781,Female,5,2,2,1,1,7,4,6,1,5,7,3,7,7,1,4,3,1,3,4,2,3,6,7,4,2,5,6,2
782,Male,10,5,4,4,1,5,1,5,5,6,2,6,7,3,7,5,4,7,5,2,1,5,7,3,2,4,6,1,1
783,Female,4,7,6,2,2,5,6,3,5,2,5,6,7,7,4,2,6,7,3,4,3,4,2,5,1,3,3,3,4
784,Male,6,1,6,7,4,1,3,7,1,6,5,7,6,2,3,6,4,3,7,5,4,1,2,6,2,2,3,3,1
785,Female,11,4,1,6,3,3,4,4,5,3,2,5,2,5,6,7,1,6,6,5,1,4,4,7,4,4,3,4,1
786,Female,6,6,6,3,4,7,1,5,1,4,3,4,4,1,4,5,7,4,3,6,2,2,7,3,7,7,1,5,7
787,Female,11,7,1,2,3,3,3,6,3,7,7,6,3,3,7,6,2,6,2,2,4,5,2,3,5,2,4,3,3
788,Female,10,5,6,3,6,3,3,7,6,4,7,3,7,1,5,1,7,6,6,4,4,4,1,2,4,5,6,6,1
789,Male,6,2,5,2,3,4,3,7,7,1,4,1,7,1,2,4,4,6,5,5,1,6,4,5,5,7,3,4,7
790,Female,5,3,6,5,7,6,1,2,4,3,6,3,7,1,2,4,1,3,1,4,2,2,4,1,6,3,1,1,2
791,Female,2,5,1,5,3,6,6,7,1,2,5,5,3,5,7,2,2,3,6,5,4,3,1,7,2,7,3,1,5
792,Male,9,1,1,6,3,4,4,3,7,1,7,6,6,6,2,3,3,4,1,7,7,2,4,4,6,4,6,2,2
793,Female,5,3,3,1,2,6,3,2,6,3,6,1,3,6,2,5,5,1,5,5,2,1,6,7,5,1,2,2,1
794,Female,2,5,2,1,6,7,2,3,7,1,7,6,5,5,5,2,7,6,7,5,5,2,3,7,2,4,4,1,3
795,Male,12,3,2,6,3,1,2,1,7,4,7,6,7,7,6,5,5,6,5,6,7,6,4,2,2,3,1,6,7
796,Female,2,5,1,5,3,6,4,1,3,5,4,4,6,6,7,6,2,3,2,2,4,6,7,6,3,2,2,3,1
797,Male,7,7,2,3,5,5,3,2,5,5,6,2,7,3,6,1,1,2,6,6,2,1,2,5,6,2,2,5,6
798,Male,2,5,1,4,4,7,2,6,3,2,2,5,4,3,5,1,6,4,2,4,5,3,5,6,7,4,7,3,5
799,Female,1,4,6,2,5,7,4,1,6,1,3,3,7,2,7,6,1,4,2,5,1,2,3,4,6,4,6,2,6
800,Male,8,2,7,1,2,6,2,7,5,4,7,5,5,6,2,7,4,7,7,7,5,4,5,1,1,6,6,2,3
801,Male,4,7,7,4,1,5,6,5,1,1,5,5,4,7,7,5,6,4,6,1,3,3,2,2,5,6,1,4,5
802,Female,8,3,3,5,3,2,7,6,2,2,3,5,7,7,3,3,7,6,7,4,5,4,1,5,4,7,5,1,4
803,Male,7,4,6,4,7,4,4,1,3,6,7,5,1,3,5,3,6,2,7,4,3,3,7,4,6,4,4,1,1
804,Female,8,2,3,1,7,5,1,2,7,1,2,6,4,7,4,4,7,1,3,2,1,7,2,6,6,2,5,1,6
805,Male,4,6,5,5,6,6,2,2,5,1,4,7,1,1,4,2,2,2,2,6,4,5,6,1,3,1,6,3,6
806,Male,11,6,7,2,4,7,2,2,1,3,3,5,7,5,5,5,5,7,1,1,1,2,3,4,6,2,5,2,3
807,Female,6,4,3,7,7,6,2,2,5,6,4,4,3,4,3,7,4,4,5,4,2,5,1,3,7,7,6,6,7
808,Female,7,3,7,7,1,1,5,1,4,1,2,6,1,3,5,2,1,3,2,7,3,1,3,1,3,3,5,6,3
809,Female,5,1,3,2,1,2,5,4,3,7,7,1,1,7,4,7,5,4,4,4,7,7,4,7,7,7,4,1,3
810,Female,4,6,2,7,4,4,6,7,2,6,2,7,6,2,6,1,1,4,1,1,5,3,2,1,1,7,2,1,4
811,Male,9,1,2,7,7,1,6,6,6,7,2,7,1,5,6,7,2,3,1,2,2,3,1,1,2,3,1,4,4
812,Male,2,4,2,3,4,3,5,3,3,2,5,1,3,3,4,3,4,3,7,3,1,1,5,3,4,6,3,6,6
813,Female,3,5,4,3,6,4,3,2,4,7,5,5,6,2,1,1,4,5,6,3,6,2,7,1,1,5,1,3,7
814,Male,12,2,1,7,6,7,3,6,1,4,6,3,3,6,4,7,7,2,7,4,3,1,6,5,3,6,2,7,3
815,Female,6,5,2,7,7,6,4,5,7,1,5,4,7,3,5,5,4,3,2,6,3,7,2,1,1,2,2,2,1
816,Female,11,1,4,6,3,1,2,1,2,7,1,5,1,7,5,3,7,1,5,1,2,2,2,3,1,7,7,7,2
817,Female,5,1,5,4,3,5,2,1,4,2,6,5,1,5,1,3,4,6,5,5,6,3,4,3,4,7,5,6,4
818,Female,2,1,4,4,5,4,5,6,2,6,3,6,4,7,7,1,7,1,7,3,5,6,6,6,6,1,6,2,1
819,Female,4,2,7,7,4,5,6,7,6,1,7,1,5,7,7,7,2,7,1,6,1,3,5,3,7,4,4,2,6
820,Male,11,5,2,1,1,1,2,5,1,2,1,6,6,5,1,2,2,1,6,7,6,6,3,2,7,5,4,4,7
821,Male,2,3,1,4,1,4,1,3,2,3,3,3,4,4,1,4,5,3,1,7,7,6,3,1,4,1,7,1,3
822,Female,3,3,5,6,3,1,6,6,1,6,2,5,1,6,3,5,1,4,3,5,6,6,3,2,2,5,6,5,3
823,Female,1,5,7,4,3,6,4,7,4,4,1,5,6,3,2,7,6,1,3,7,7,4,6,4,6,5,3,7,4
824,Female,5,2,4,6,4,3,5,5,6,6,3,5,2,5,5,5,5,2,1,5,4,2,4,7,7,6,7,5,2
825,Female,10,7,4,5,4,5,3,7,3,6,6,1,7,1,1,5,3,6,6,1,5,5,6,4,3,3,4,1,4
826,Female,8,2,4,6,4,4,4,1,2,3,7,4,1,5,4,3,4,5,2,4,7,7,1,2,1,3,3,7,7
827,Male,11,5,2,1,7,5,5,5,6,7,1,1,3,3,6,3,1,1,3,5,1,7,7,3,6,3,3,5,2
828,Female,2,6,4,4,2,1,4,3,7,5,5,5,7,2,7,3,4,6,3,3,1,4,4,1,2,4,3,1,4
829,Male,6,1,1,4,4,3,1,6,7,5,5,3,3,3,3,1,3,6,5,6,1,3,1,5,3,1,1,1,4
830,Male,7,4,5,4,5,3,6,3,5,3,7,1,2,5,7,3,1,4,5,7,2,4,6,3,2,6,7,1,5
831,Female,5,7,7,4,5,2,6,7,2,2,3,6,5,5,3,5,4,1,3,1,7,5,1,3,5,7,5,1,2
832,Male,2,6,4,7,5,2,3,2,7,3,7,7,6,7,2,7,4,2,6,7,2,6,4,2,7,2,3,1,2
833,Female,2,6,6,2,7,2,6,5,3,3,4,2,2,7,6,6,1,2,1,1,3,4,1,3,5,7,7,3,2
834,Male,4,3,1,7,7,2,2,4,7,3,7,7,6,4,5,7,7,2,3,5,4,3,7,7,1,7,7,1,4
835,Female,1,3,2,4,7,7,4,6,6,7,1,5,7,3,1,5,1,7,3,4,4,6,4,3,3,4,6,1,5
836,Female,2,6,6,7,4,5,4,1,5,7,7,2,2,2,1,5,7,7,1,3,4,1,3,7,1,3,5,1,4
837,Male,3,2,6,5,6,5,1,2,4,2,2,6,4,7,6,3,2,3,6,4,6,1,3,3,6,3,5,1,3
838,Male,6,3,3,2,6,1,5,6,5,7,3,2,4,2,1,2,2,1,4,1,7,5,3,4,4,3,1,4,1
839,Male,12,6,2,2,5,6,7,2,4,2,6,1,7,2,4,5,3,3,3,2,7,2,1,2,7,7,7,4,1
840,Male,10,3,6,3,1,5,6,7,1,3,5,5,3,5,6,2,3,6,2,4,2,1,6,4,4,1,3,5,3
841,Female,7,4,4,7,2,3,4,5,1,3,7,7,6,5,1,7,5,2,1,7,2,4,6,4,7,5,3,2,3
842,Female,3,4,5,7,2,6,4,5,7,3,6,7,7,2,1,5,6,3,7,6,5,1,1,3,7,2,4,7,2
843,Male,10,5,5,1,4,4,1,6,3,7,4,1,5,7,4,6,1,6,2,1,1,2,3,6,1,4,2,2,3
844,Male,12,2,7,5,1,5,1,1,3,7,7,1,5,1,7,3,3,2,2,2,6,2,6,6,3,7,7,7,1
845,Female,9,5,5,6,2,1,4,7,2,3,6,5,3,2,2,4,5,7,2,5,7,7,3,6,6,3,6,1,4
846,Male,10,6,3,2,1,6,1,5,2,2,3,5,6,2,4,7,4,4,6,7,4,7,4,1,4,2,5,3,2
847,Male,11,4,3,2,3,4,2,2,1,4,2,1,7,3,5,3,7,1,3,3,1,5,6,3,6,3,2,2,2
848,Male,2,3,1,5,5,4,7,1,4,6,7,4,5,6,7,6,6,6,6,6,1,2,5,6,5,5,4,6,1
849,Male,7,1,3,4,3,6,3,5,5,7,2,6,6,4,2,4,6,3,4,3,5,6,1,5,1,6,5,2,3
850,Male,4,3,1,4,3,6,5,4,5,3,1,4,3,7,3,1,6,3,2,7,3,7,7,4,4,7,1,1,2
851,Female,7,6,1,7,4,7,4,4,4,4,2,4,7,1,2,2,7,2,4,1,2,2,3,1,6,6,3,3,1
852,Female,4,3,6,7,3,5,1,2,1,2,5,3,4,6,1,2,7,6,7,3,4,4,1,6,7,6,4,7,3
853,Male,9,3,3,2,7,2,5,3,4,7,2,1,5,3,4,7,4,1,1,7,3,1,1,1,4,4,5,2,5
854,Male,9,7,2,3,1,7,5,4,3,5,5,6,1,4,4,1,5,4,6,3,2,6,7,3,6,7,6,6,3
855,Male,7,2,4,2,3,5,3,5,2,5,1,7,7,2,2,6,1,2,4,7,4,2,7,4,6,5,4,2,6
856,Male,9,5,6,5,3,5,5,7,5,5,6,6,4,1,7,3,5,1,1,3,4,2,7,1,3,5,6,3,1
857,Female,12,3,5,2,3,1,5,7,3,4,1,2,7,3,4,1,7,3,1,1,1,7,7,4,2,2,4,7,6
858,Female,12,7,4,7,2,6,7,3,1,2,5,1,3,4,2,2,3,1,4,3,3,5,6,7,7,5,3,5,4
859,Female,4,2,1,1,2,3,3,4,1,4,5,7,6,5,7,3,4,5,5,3,2,4,5,5,1,1,1,7,2
860,Male,11,3,2,5,2,3,6,1,2,4,7,7,5,6,2,4,5,5,2,7,4,4,5,5,5,3,6,1,1
861,Female,5,5,4,5,4,3,3,2,1,1,7,2,2,6,3,6,4,3,2,3,7,3,5,4,7,6,5,5,3
862,Female,2,6,4,2,6,1,1,6,4,4,7,4,4,2,2,4,5,1,5,4,3,4,4,2,7,6,3,5,2
863,Male,1,1,4,6,4,1,1,6,3,4,1,4,3,4,5,3,3,7,1,6,6,2,1,7,7,2,1,3,3
864,Male,4,2,1,1,7,7,6,1,2,5,2,7,6,6,2,6,6,3,2,1,4,4,3,2,5,3,6,3,2
865,Male,9,5,4,2,5,6,1,2,4,6,4,3,1,2,6,4,5,1,7,2,3,3,7,4,4,4,3,1,2
866,Male,6,2,6,6,7,2,7,4,3,3,3,5,4,6,6,5,2,4,7,5,7,4,4,6,1,3,5,2,1
867,Female,12,4,6,1,3,7,1,7,3,6,4,2,7,2,2,4,2,7,1,5,3,4,3,4,5,2,3,4,1
868,Female,12,2,6,5,3,6,2,6,2,3,1,3,1,6,1,5,3,4,4,5,5,6,7,2,4,7,1,3,7
869,Female,6,4,3,1,6,7,6,1,5,4,6,7,1,7,2,2,3,6,7,2,5,4,3,6,3,4,2,3,7
870,Female,12,6,6,4,1,6,6,4,1,5,5,4,7,2,6,5,5,1,2,4,1,4,6,4,5,7,1,1,2
871,Male,5,6,3,1,5,2,1,4,1,4,2,4,4,1,3,1,7,6,3,5,3,4,2,1,6,5,6,2,1
872,Female,11,3,5,2,2,2,2,3,4,7,2,1,1,3,6,6,5,4,7,2,4,1,3,4,1,7,1,6,1
873,Male,6,6,2,4,2,4,4,6,4,3,4,1,6,1,2,7,7,2,6,2,2,4,1,6,2,2,1,5,2
874,Male,10,5,4,3,3,5,7,5,1,2,6,2,1,1,1,6,2,6,4,5,7,7,1,2,3,6,3,2,2
875,Male,2,5,4,3,5,7,5,5,7,4,2,5,7,2,4,5,3,4,4,2,5,2,3,1,4,2,1,2,2
876,Male,1,4,3,7,6,6,6,2,7,4,1,4,5,1,4,4,3,1,7,5,7,6,5,4,7,6,4,5,6
877,Female,8,1,7,6,2,4,2,6,4,1,2,6,3,1,4,1,3,6,3,6,4,5,7,6,6,6,1,6,2
878,Female,7,2,6,5,7,4,7,5,4,3,2,7,2,1,3,1,3,6,4,7,2,6,1,3,6,3,5,3,6
879,Female,7,7,1,5,2,5,5,4,3,5,7,5,1,4,7,6,6,7,1,6,4,3,1,1,1,5,3,1,2
880,Male,2,4,4,4,2,6,3,1,7,7,3,1,3,2,4,3,6,5,7,5,3,2,5,3,4,1,6,2,1
881,Male,5,4,7,2,2,6,6,6,6,6,1,3,5,7,2,4,4,1,5,6,3,3,2,6,1,4,3,7,7
882,Male,12,3,3,3,3,3,1,3,4,4,2,6,5,6,6,6,4,4,3,3,5,7,1,1,3,2,6,7,6
883,Male,4,4,7,1,7,2,3,6,6,2,2,2,7,7,7,5,6,7,1,3,7,1,4,4,4,3,7,6,3
884,Female,5,5,3,1,6,1,4,4,5,2,7,5,2,3,3,1,2,5,2,7,6,2,4,7,7,2,4,7,1
885,Male,7,5,5,7,7,1,6,4,5,5,7,7,6,5,3,5,1,4,5,1,6,6,2,1,5,4,5,3,4
886,Female,11,6,3,6,3,2,7,3,6,7,4,7,4,7,7,4,5,6,6,6,3,2,2,7,2,5,2,5,3
887,Male,1,5,4,6,4,7,2,4,4,3,1,7,6,6,4,4,2,1,5,6,3,1,4,7,1,3,2,7,1
888,Male,7,3,3,6,5,1,5,4,1,3,6,2,7,1,1,7,5,6,2,2,4,7,7,7,7,6,4,2,6
889,Male,10,4,5,6,5,7,7,6,6,1,3,7,2,5,4,2,6,6,3,4,6,5,7,4,4,5,4,6,5
890,Male,9,7,3,6,5,2,7,4,3,4,4,2,4,4,3,7,1,4,3,3,3,6,5,4,3,6,1,1,6
891,Male,5,2,4,1,4,5,3,3,7,3,4,1,3,7,6,2,5,4,2,3,2,2,2,5,6,7,2,3,2
892,Male,11,1,7,6,5,3,1,4,4,3,5,4,4,7,5,6,2,7,7,3,3,6,5,7,7,1,1,3,6
893,Female,10,3,4,7,2,5,6,7,6,7,2,3,3,2,5,4,6,1,6,2,6,4,5,7,4,7,5,1,1
894,Female,10,5,4,4,3,3,3,1,2,5,4,6,7,1,4,3,4,4,7,6,2,2,1,3,2,2,1,2,1
895,Female,3,6,5,6,3,7,6,7,6,1,4,5,2,7,4,6,4,5,4,3,1,4,7,1,5,2,2,5,2
896,Male,5,5,7,7,6,4,5,7,7,4,1,7,5,1,1,7,7,5,5,4,1,1,1,2,7,3,3,4,2
897,Male,12,4,6,5,7,5,2,1,5,1,6,6,3,1,3,1,5,5,3,4,4,6,1,7,1,5,7,6,6
898,Female,7,2,1,4,1,3,1,5,7,6,3,3,3,7,5,3,5,7,1,6,5,7,1,6,2,2,5,1,3
899,Female,9,4,1,5,6,7,7,1,2,2,2,4,4,2,3,3,4,2,1,1,1,2,4,5,1,2,1,7,7
900,Female,9,2,2,6,1,4,2,5,4,3,1,6,4,3,7,1,7,5,4,3,3,5,2,3,6,7,1,4,6
901,Female,7,5,7,6,5,4,5,5,5,1,1,2,4,5,2,5,6,2,3,5,3,1,7,1,3,1,4,4,6
902,Male,2,2,6,5,6,2,3,4,4,5,4,2,1,7,7,1,1,3,2,1,6,1,2,6,1,3,5,3,4
903,Female,10,3,3,3,3,3,7,3,1,1,5,5,2,1,2,4,6,7,7,5,2,3,4,6,2,5,2,4,3
904,Male,12,6,6,1,7,6,7,4,5,7,6,1,7,2,2,3,1,3,6,1,4,1,1,4,7,6,5,4,5
905,Female,12,5,4,5,3,3,3,7,4,6,1,5,1,3,5,3,7,2,7,5,5,6,6,2,6,3,1,3,2
906,Female,6,1,6,1,1,6,1,2,5,7,3,7,1,2,7,7,2,6,6,6,7,3,3,1,1,3,4,6,5
907,Male,1,3,4,5,5,1,5,4,3,1,7,6,4,5,1,5,5,3,5,5,7,3,5,5,7,4,5,5,5
908,Male,12,3,1,1,6,2,1,5,2,2,5,5,5,2,6,4,6,2,3,7,1,6,2,7,4,2,2,5,4
909,Male,4,3,1,1,3,2,1,5,6,5,4,7,1,3,7,5,1,6,7,2,2,6,1,2,6,4,6,2,6
910,Female,7,6,6,2,7,1,3,3,2,6,3,4,7,1,6,1,6,3,7,7,7,7,7,1,2,3,1,5,1
911,Male,9,7,7,2,7,4,4,4,3,4,4,5,3,3,6,2,5,2,6,2,4,6,4,7,6,5,1,2,6
912,Male,1,2,6,2,5,6,4,7,2,2,4,2,7,2,5,2,5,4,5,3,4,5,3,6,4,6,1,6,2
