Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
2199,Male,1,2,6,5,2,7,4,7,4,2,3,6,4,1,5,3,7,1,6,5,2,7,4,7,1,5,6,3,1
2200,Male,5,2,4,1,1,3,4,3,6,3,4,3,4,6,1,5,5,3,3,6,2,6,5,2,4,4,2,4,5
2201,Female,1,6,3,7,2,3,2,2,6,6,2,3,2,3,2,2,6,7,2,5,6,3,4,4,5,5,6,2,1
2202,Female,10,2,3,1,4,5,6,4,7,4,4,4,7,4,1,1,7,5,6,5,2,1,1,6,7,4,4,7,5
2203,Female,4,4,3,7,4,2,2,5,5,6,6,4,1,3,3,3,5,6,6,3,5,6,2,3,1,1,5,2,2
2204,Female,1,7,4,7,7,1,7,2,3,4,5,6,4,2,5,5,2,6,1,7,3,5,7,7,4,7,4,1,6
2205,Female,10,2,1,7,5,5,7,5,6,3,1,4,7,6,5,4,6,1,7,2,7,5,2,3,2,1,4,1,1
2206,Female,11,7,1,5,3,3,6,4,7,5,6,3,7,5,3,2,7,2,7,1,4,6,7,3,7,1,6,2,1
2207,Male,1,3,6,3,3,4,3,7,1,2,7,4,7,2,6,4,1,1,1,2,6,6,1,3,1,4,6,7,4
2208,Female,12,5,2,6,6,1,5,2,1,2,3,6,1,1,2,1,2,4,7,2,4,2,6,4,5,4,2,3,2
2209,Male,2,6,4,1,5,2,6,7,3,1,4,3,2,6,6,5,6,7,2,7,1,4,7,2,3,4,5,5,6
2210,Female,9,3,2,3,5,2,5,7,5,4,2,7,6,3,7,6,5,7,7,1,6,3,2,6,7,5,5,2,7
2211,Female,3,4,2,5,5,2,5,3,6,4,7,1,5,2,5,1,4,6,1,4,2,4,3,4,7,2,6,2,2
2212,Female,4,6,3,3,2,7,6,6,5,2,7,3,5,1,2,5,2,1,5,4,7,5,2,6,4,6,2,1,4
2213,Male,11,1,2,4,4,5,7,2,7,4,4,6,2,4,1,7,6,4,5,7,7,6,3,2,7,6,3,5,5
2214,Female,2,7,6,6,1,5,3,3,4,5,5,1,7,7,7,5,5,1,5,5,5,5,3,3,2,5,1,5,4
2215,Female,11,6,6,1,7,1,1,4,3,7,6,2,6,2,3,3,6,5,1,2,2,4,3,5,6,6,5,6,6
2216,Male,10,6,4,5,7,7,5,6,1,7,7,2,1,4,1,4,7,5,4,4,2,1,2,7,2,5,2,1,3
2217,Male,8,1,2,3,2,7,3,7,6,7,2,5,3,3,3,6,1,6,3,3,1,4,7,1,1,1,7,1,6
2218,Male,9,3,3,3,1,3,2,5,5,5,7,1,5,1,4,4,6,3,6,1,1,1,1,7,1,3,3,1,3
2219,Male,6,3,6,5,3,4,3,6,2,4,2,2,2,4,1,1,5,6,1,3,4,3,2,2,1,2,7,7,2
2220,Male,1,4,1,5,2,4,4,3,5,4,1,3,7,1,6,6,6,4,1,2,3,1,2,5,7,6,4,1,7
2221,Female,11,3,2,7,2,3,2,4,2,6,7,2,6,7,1,2,7,1,5,2,2,4,2,5,1,2,6,4,4
2222,Male,11,6,1,2,5,4,3,7,1,4,7,2,1,4,3,4,6,3,7,3,5,2,4,1,6,7,5,5,4
2223,Male,5,5,4,3,6,5,3,6,1,6,7,3,2,6,5,4,3,6,3,5,2,4,7,1,4,6,3,1,6
2224,Female,5,2,7,6,7,7,4,4,2,1,1,6,3,5,3,5,2,6,1,2,1,4,1,5,3,6,1,7,6
2225,Female,9,5,6,2,7,4,4,3,6,4,1,5,1,4,7,4,5,4,2,2,4,6,7,3,4,6,6,3,1
2226,Female,8,7,7,1,5,7,4,2,3,3,6,1,7,5,2,4,3,1,1,4,6,3,5,2,3,6,1,5,3
2227,Female,12,7,3,3,3,2,4,7,7,2,5,1,2,3,2,1,3,5,5,7,5,4,1,5,1,6,6,2,7
2228,Male,3,2,7,4,6,3,6,3,4,4,6,7,2,7,3,2,2,4,3,7,1,5,1,2,1,1,2,5,4
2229,Male,3,4,4,1,1,2,1,5,7,5,2,4,3,6,2,4,6,2,7,6,7,6,5,7,1,4,5,6,3
2230,Male,7,7,4,1,2,4,7,3,3,1,5,5,2,5,6,4,4,6,4,4,4,7,5,6,2,7,5,2,2
2231,Male,4,1,4,1,5,5,4,2,1,5,4,3,5,6,3,4,1,3,1,3,7,2,3,4,5,2,6,6,7
2232,Male,1,5,4,2,5,7,2,6,3,5,7,2,4,5,2,2,4,7,4,3,7,4,2,6,1,5,7,2,1
2233,Female,1,7,7,7,6,3,4,1,5,6,2,3,5,4,5,5,2,3,4,4,7,2,7,6,3,6,4,5,7
2234,Male,1,6,7,4,3,3,2,3,7,5,4,1,1,7,4,2,4,7,3,3,4,4,1,6,6,4,3,6,4
2235,Female,12,4,7,2,5,2,1,5,3,6,2,3,7,4,6,6,7,2,7,5,3,1,4,6,5,7,3,1,7
2236,Female,7,5,3,3,3,4,2,3,2,7,2,1,4,2,3,6,2,4,4,3,3,2,1,4,1,2,5,2,3
2237,Male,1,2,4,2,4,5,3,3,3,2,2,2,2,7,6,2,6,5,7,7,7,4,6,4,1,5,2,6,5
2238,Female,1,5,4,7,5,3,6,7,7,1,3,4,7,6,3,2,7,7,2,1,4,6,1,3,6,6,2,3,1
2239,Female,10,3,2,2,3,6,4,6,2,7,1,4,3,1,6,7,4,1,5,2,3,5,2,2,6,4,2,7,4
2240,Female,10,3,2,3,7,2,6,6,5,2,6,7,5,3,5,7,3,7,1,4,2,4,3,5,4,3,2,2,1
2241,Female,12,2,1,2,6,2,4,6,7,1,2,2,4,3,6,6,3,5,7,2,5,2,2,1,3,5,1,1,2
2242,Male,3,7,1,6,7,6,7,7,2,4,4,5,2,6,6,6,3,7,1,7,6,7,6,6,1,5,3,5,6
2243,Female,11,3,5,4,3,4,5,1,3,4,2,7,5,5,6,2,5,7,7,7,2,2,2,1,6,2,6,7,4
2244,Female,1,7,3,6,2,3,7,6,5,7,1,7,4,2,3,7,7,7,7,6,3,4,7,7,5,3,5,2,2
2245,Female,9,1,4,6,6,2,6,5,2,2,6,4,3,6,3,2,4,2,5,7,3,5,4,7,4,4,1,1,1
2246,Male,6,6,6,3,3,6,1,3,1,2,3,4,2,6,4,7,5,5,5,2,5,1,4,6,7,6,1,6,4
2247,Female,6,5,6,1,2,7,1,5,6,6,4,7,6,7,5,3,1,6,6,7,3,3,3,5,4,4,4,3,6
2248,Female,7,3,3,7,3,7,4,7,7,4,3,6,2,6,6,2,4,1,6,2,6,2,1,7,3,6,1,5,5
2249,Male,6,5,1,7,2,7,3,7,5,7,5,4,4,7,2,3,3,5,5,3,4,4,2,7,5,7,5,5,5
2250,Male,5,5,3,6,5,5,2,1,2,6,4,5,1,7,2,4,4,5,5,2,5,4,4,2,2,1,5,1,6
2251,Male,11,7,5,6,7,7,4,7,6,6,6,4,5,4,3,5,5,6,3,7,7,3,4,3,2,4,1,4,3
2252,Female,12,6,1,3,6,2,2,5,1,1,1,2,4,3,3,4,3,6,6,6,1,7,6,4,3,6,5,3,4
2253,Female,5,5,1,4,5,7,7,4,5,4,5,1,4,5,2,4,6,1,1,3,2,1,7,6,6,3,4,3,1
2254,Male,11,5,1,2,7,5,1,1,1,4,5,7,7,4,1,3,5,5,3,7,3,4,1,2,5,6,6,2,4
2255,Female,1,1,7,2,5,5,7,5,5,1,3,6,5,3,7,7,3,6,2,6,6,2,5,3,5,3,6,7,1
2256,Male,8,1,5,6,1,6,1,1,2,6,7,1,5,6,7,4,7,1,4,3,4,6,6,2,7,7,6,3,5
2257,Female,3,3,1,6,5,3,5,2,6,1,3,2,2,4,2,7,5,2,1,3,5,4,6,2,1,2,2,6,7
2258,Male,3,3,4,3,3,6,5,1,2,2,6,5,5,6,4,4,2,3,1,6,5,2,2,3,4,5,7,6,5
2259,Male,1,4,1,3,2,1,3,3,3,1,4,3,3,4,3,7,2,6,2,6,4,4,6,1,2,5,7,6,7
2260,Male,2,2,2,2,5,4,6,5,4,3,3,6,7,2,5,2,3,1,6,3,2,2,3,2,5,4,2,5,4
2261,Female,12,2,5,6,7,1,7,6,4,4,4,6,5,2,6,3,7,2,3,1,1,4,5,1,5,3,3,2,3
2262,Female,12,6,2,7,4,1,1,3,7,1,4,2,3,2,3,7,5,1,4,5,1,7,2,4,6,5,1,7,5
2263,Female,1,5,6,4,2,1,6,1,1,1,3,2,2,1,7,6,7,1,5,2,5,5,3,6,3,5,4,4,1
2264,Male,2,5,6,4,4,3,7,2,5,4,5,5,3,5,2,1,3,5,1,3,2,5,4,6,3,2,4,2,2
2265,Male,2,3,4,3,1,2,4,3,1,6,7,3,5,6,5,7,4,2,7,7,4,6,1,3,2,5,3,3,1
2266,Female,6,3,6,2,4,7,7,3,5,7,1,7,3,7,4,2,4,7,5,1,2,2,4,2,6,1,4,2,3
2267,Female,2,4,2,2,4,1,2,6,2,6,5,2,6,3,1,5,4,5,1,6,6,6,6,6,4,1,2,1,4
2268,Female,3,2,1,3,7,5,3,3,5,2,7,4,7,6,7,7,5,3,5,5,2,1,6,1,7,5,6,6,4
2269,Female,6,5,5,3,1,5,1,1,6,5,2,4,5,7,1,7,5,2,4,4,1,3,2,3,2,4,3,4,6
2270,Female,7,3,7,7,3,4,3,4,7,4,3,7,7,6,4,2,5,3,6,2,1,5,4,1,7,6,5,3,2
2271,Female,3,7,2,5,5,1,2,2,6,6,1,1,6,5,7,6,5,4,1,5,1,3,2,6,1,7,4,7,7
2272,Female,10,4,3,3,4,7,4,4,5,7,2,3,4,1,5,5,6,1,4,7,6,2,1,4,5,5,5,5,4
2273,Male,4,1,6,1,2,6,3,1,1,7,2,2,5,1,3,5,3,1,3,3,2,2,6,2,7,5,5,2,5
2274,Female,10,1,4,4,6,4,1,4,5,6,7,3,5,1,4,6,2,1,3,5,4,1,5,4,2,3,7,6,7
2275,Male,2,1,1,4,4,5,2,3,3,7,4,6,1,4,2,5,5,1,6,5,4,2,7,4,2,7,6,1,4
2276,Male,4,3,5,7,4,3,5,1,7,2,6,7,5,2,2,5,7,3,4,3,4,6,1,1,7,4,5,6,5
2277,Female,5,1,1,7,1,7,4,4,4,6,4,7,4,4,2,6,5,3,5,6,3,4,2,3,7,2,1,3,2
2278,Female,7,5,1,3,6,1,4,5,4,1,2,2,3,3,6,1,7,4,5,3,4,7,6,1,1,5,3,4,4
2279,Female,11,4,3,3,2,2,6,6,2,4,7,7,4,2,2,6,7,1,3,1,7,3,2,5,2,3,2,2,1
2280,Male,12,1,4,3,3,4,1,2,4,6,2,4,6,2,3,6,5,4,5,6,4,3,3,2,1,4,7,4,5
2281,Female,8,1,3,6,7,4,5,6,6,2,1,3,1,5,1,1,4,3,7,4,3,5,2,3,2,2,5,4,6
2282,Female,3,2,2,5,1,6,5,2,1,2,3,6,6,3,7,4,3,1,2,6,3,6,1,4,2,7,1,4,2
2283,Female,4,6,2,7,2,4,1,7,5,5,1,6,2,4,1,1,2,1,4,7,2,2,4,5,6,5,7,1,6
2284,Male,10,2,2,3,1,5,3,2,1,1,7,4,6,3,3,2,1,7,3,7,2,1,2,5,2,2,5,5,3
2285,Female,4,3,1,7,5,3,4,7,6,7,4,4,3,7,5,7,2,2,7,7,5,6,3,3,6,2,3,7,3
2286,Male,11,2,1,4,7,2,2,4,3,2,5,2,1,1,6,4,5,7,1,6,6,3,1,6,5,1,1,7,3
2287,Male,1,3,3,7,1,1,5,4,5,5,4,4,1,2,6,5,1,5,6,2,1,3,1,4,6,7,2,7,7
2288,Female,5,1,7,7,5,3,3,5,3,2,2,1,5,5,6,4,6,5,2,5,2,5,1,5,3,3,6,4,1
2289,Female,11,1,6,1,4,5,6,4,2,3,3,1,2,7,2,4,2,1,6,7,3,1,2,4,2,3,5,7,1
2290,Male,3,4,2,1,2,4,3,4,1,4,6,5,1,5,7,5,5,2,4,3,4,1,4,3,1,4,6,2,2
2291,Female,2,3,7,6,2,3,7,1,2,5,5,6,4,1,3,6,4,5,5,6,3,4,4,7,7,5,2,3,6
2292,Female,7,6,5,7,1,1,5,7,7,2,2,6,5,1,2,2,1,5,6,6,3,5,4,3,2,2,1,1,4
2293,Female,9,6,5,5,4,2,2,2,2,7,1,4,4,4,5,3,4,6,5,6,1,7,6,7,3,3,7,6,6
2294,Female,3,5,4,6,2,3,5,5,6,2,4,5,3,5,6,5,7,2,2,4,3,6,5,4,4,6,6,6,7
2295,Male,11,5,1,4,7,3,1,5,6,1,6,6,4,3,5,5,5,4,7,7,6,2,6,5,2,4,2,6,4
2296,Male,1,2,4,5,3,3,2,4,7,3,2,6,1,5,1,1,4,1,6,7,7,2,6,3,6,6,6,4,7
2297,Female,12,5,7,2,4,5,4,6,7,3,7,1,3,4,2,1,2,5,7,2,7,7,7,2,6,3,5,6,2
2298,Female,11,6,3,5,3,1,7,6,7,6,1,3,7,2,5,5,5,7,5,6,2,7,3,7,2,2,1,6,4
2299,Male,10,1,7,5,2,3,6,2,3,3,6,2,3,7,3,4,6,1,5,5,7,1,6,7,2,3,5,4,5
2300,Female,11,7,5,2,6,5,4,4,5,3,5,3,7,1,1,3,1,6,3,5,6,2,5,1,7,6,6,1,6
2301,Female,11,1,5,4,3,4,2,7,1,5,6,2,4,5,4,5,3,3,5,6,3,3,3,4,3,5,4,6,7
2302,Male,8,7,6,6,7,2,7,7,7,7,5,4,4,1,5,5,4,2,7,5,3,4,7,3,2,3,2,5,5
2303,Male,3,3,5,7,6,6,6,6,1,4,6,6,1,3,7,4,5,3,6,5,3,5,7,7,6,4,5,2,4
2304,Male,8,1,3,7,7,3,5,2,2,7,3,2,5,3,3,7,5,1,3,6,6,2,5,6,3,2,3,3,6
2305,Male,4,3,4,6,5,6,4,1,3,6,1,4,4,5,7,4,1,6,7,7,6,3,2,2,7,4,2,6,3
2306,Male,6,3,6,3,7,2,2,6,2,3,7,7,3,6,2,3,3,2,2,6,6,1,4,7,3,6,2,6,1
2307,Male,2,1,4,1,6,1,4,5,7,4,5,3,5,6,2,2,6,2,7,2,3,4,5,1,4,5,3,3,2
2308,Female,3,1,1,4,6,7,5,6,1,6,3,5,7,7,2,3,2,2,2,2,5,6,1,4,1,5,5,2,2
2309,Male,3,2,1,5,1,2,7,3,4,2,6,5,2,6,4,3,4,1,3,7,3,3,3,5,3,7,6,3,5
2310,Female,3,1,1,4,4,5,3,6,3,5,1,3,3,5,5,1,7,1,3,5,6,3,7,7,3,5,7,5,6
2311,Female,10,6,2,5,7,1,6,2,7,1,6,3,5,1,6,7,3,1,7,1,6,3,1,1,7,5,3,1,2
2312,Female,6,4,5,7,7,2,6,7,2,5,6,5,6,3,6,3,6,2,2,2,1,5,1,5,1,1,5,6,1
2313,Female,12,5,3,1,1,2,6,3,7,4,6,7,5,7,1,4,6,1,4,2,7,1,6,5,1,2,1,7,6
2314,Female,9,7,3,6,5,7,2,4,6,5,2,7,7,4,7,1,6,5,5,3,2,1,1,3,3,5,2,1,5
2315,Female,8,2,3,7,1,1,5,6,5,4,4,1,3,7,1,6,4,6,5,6,2,1,3,4,1,1,4,4,6
2316,Female,2,6,1,5,2,1,4,1,3,1,4,7,4,5,4,7,3,5,7,3,4,5,6,2,4,5,1,5,3
2317,Male,9,5,1,5,2,4,2,3,6,5,6,2,3,1,1,7,5,4,2,4,2,4,1,2,7,5,4,3,6
2318,Male,9,1,3,3,5,4,4,6,3,1,7,4,4,1,3,5,1,5,1,1,6,2,2,1,3,3,4,2,5
2319,Male,2,2,7,2,2,1,5,1,6,1,4,2,6,2,3,3,6,6,2,1,6,7,7,5,7,5,5,7,4
2320,Male,4,4,4,3,6,1,5,4,3,4,2,7,6,7,2,3,7,1,1,4,4,7,3,7,1,2,4,4,7
2321,Male,2,4,6,6,1,4,2,7,5,2,1,1,7,3,7,3,1,4,4,6,3,3,3,7,1,7,2,1,7
2322,Female,1,3,1,4,3,2,6,3,3,5,6,5,6,4,4,3,6,4,3,6,7,6,5,3,5,2,4,5,5
2323,Male,4,3,7,3,7,3,5,5,4,1,2,3,2,5,7,4,4,2,1,4,4,2,6,1,1,2,4,4,7
2324,Male,6,4,5,1,5,7,2,6,3,3,5,2,3,1,2,2,1,5,7,7,1,7,6,3,3,4,7,3,1
2325,Male,4,6,6,2,7,7,2,1,6,6,3,4,1,1,2,4,3,3,6,1,4,6,6,5,3,4,1,7,6
2326,Male,4,7,3,1,1,1,7,3,6,4,2,6,1,5,4,2,5,3,3,2,3,3,2,3,5,3,4,4,1
2327,Female,7,7,3,1,6,5,6,2,4,5,7,3,6,3,3,7,7,3,4,7,6,4,2,7,5,3,5,5,7
2328,Female,8,1,4,6,1,4,1,7,5,3,5,7,7,5,1,7,4,6,4,7,1,4,6,2,5,6,5,5,3
2329,Male,12,2,3,4,6,4,7,4,7,1,7,6,7,4,2,7,1,3,3,3,5,5,5,5,6,1,2,3,1
2330,Female,5,1,7,1,2,5,1,5,6,4,4,4,5,2,4,4,7,4,4,2,6,1,1,4,6,5,4,6,4
2331,Male,12,3,4,7,2,1,7,1,2,2,6,2,1,1,3,3,4,4,1,1,6,5,5,2,2,5,2,3,7
2332,Female,5,5,7,4,6,6,7,4,2,7,4,5,1,1,7,7,4,3,5,4,4,7,5,6,3,6,3,3,3
2333,Male,9,3,1,7,2,6,3,4,6,5,6,7,7,4,3,6,1,5,7,6,6,5,2,5,2,5,4,6,1
2334,Female,5,1,1,4,7,6,4,7,1,5,2,1,1,3,2,5,1,4,4,4,2,1,3,7,5,2,3,1,1
2335,Female,6,2,4,6,3,6,1,7,3,5,5,3,7,6,7,2,6,6,3,4,5,6,4,4,5,3,7,5,6
2336,Male,10,4,6,7,2,4,7,3,4,1,4,2,4,3,1,4,6,1,4,6,1,1,3,3,6,4,2,1,7
2337,Male,6,2,5,1,3,7,5,6,1,5,7,7,7,7,3,5,2,3,1,3,5,4,4,6,7,4,4,5,7
2338,Female,1,1,1,1,5,7,3,5,1,3,6,1,3,1,1,1,1,7,3,1,1,3,3,4,2,7,7,4,3
2339,Female,11,6,4,4,6,2,1,4,7,4,5,1,7,6,2,6,2,5,7,5,6,4,1,1,7,6,7,1,2
2340,Female,10,7,3,1,7,6,6,4,7,1,4,7,6,5,1,5,7,7,1,6,5,5,5,4,6,6,4,2,2
2341,Male,11,7,7,7,3,7,1,3,4,1,7,6,3,6,1,1,2,4,3,5,7,1,5,6,3,4,6,4,2
2342,Female,8,1,4,1,5,5,6,2,1,5,2,3,2,7,1,5,6,1,2,5,7,1,5,4,1,5,3,4,1
2343,Female,5,3,1,7,7,2,4,7,1,3,6,3,2,4,2,7,3,7,1,7,4,2,7,5,2,7,3,1,7
2344,Female,9,4,3,5,6,6,3,7,4,5,2,2,4,5,6,5,6,2,3,7,2,7,1,3,5,5,5,7,7
2345,Male,7,1,5,6,5,5,3,1,3,7,6,7,5,6,6,1,4,5,5,2,1,7,3,3,6,2,2,7,2
2346,Female,9,6,1,4,7,7,5,4,7,1,1,2,4,7,1,7,5,3,3,1,5,6,5,3,6,7,2,7,3
2347,Male,6,3,5,2,3,6,2,3,5,7,4,4,5,4,1,4,7,4,2,1,3,7,3,3,6,6,7,4,2
2348,Male,3,2,7,7,3,1,4,1,4,7,6,1,7,5,3,1,6,3,4,1,7,7,6,4,4,2,2,3,5
2349,Male,2,1,3,2,6,3,1,4,1,4,2,7,3,2,1,5,7,2,4,4,7,3,1,2,1,3,2,7,6
2350,Male,11,7,4,6,2,7,3,4,2,2,5,1,1,7,4,7,3,1,7,4,3,2,3,4,6,3,1,3,3
2351,Male,4,6,5,2,6,7,1,3,1,1,2,2,2,4,1,2,7,6,1,1,5,3,5,3,2,2,7,6,6
2352,Female,8,2,2,5,1,5,3,2,1,1,3,7,5,3,6,1,1,3,4,7,1,7,6,5,1,3,4,5,7
2353,Male,5,4,7,6,3,3,7,7,3,5,2,6,1,3,5,3,5,4,7,1,2,7,6,2,7,6,3,6,7
2354,Male,9,2,3,3,7,1,5,5,2,7,5,2,6,6,4,5,6,5,6,5,7,2,5,1,1,2,4,2,7
2355,Female,4,2,7,4,2,1,6,2,1,2,7,2,7,3,7,4,7,2,3,6,3,1,4,5,2,4,3,2,5
2356,Female,5,3,6,6,2,6,6,6,3,2,5,4,5,6,5,3,3,7,1,2,4,3,4,6,1,5,5,1,2
2357,Female,8,6,4,2,2,5,4,7,6,2,3,5,2,6,7,3,1,5,1,5,6,6,7,2,2,2,1,4,7
2358,Male,8,3,6,6,6,6,6,7,7,2,3,3,5,7,2,4,1,4,5,1,5,1,2,3,1,7,6,6,4
2359,Male,11,1,2,1,2,6,3,5,3,4,7,3,3,2,5,4,7,3,5,4,6,4,3,6,7,3,6,6,1
2360,Female,4,7,2,6,3,7,1,2,5,3,2,5,4,7,1,3,7,1,2,6,1,4,3,3,7,7,3,5,7
2361,Male,9,4,7,7,4,7,2,5,1,4,1,1,6,5,5,3,1,2,2,5,7,6,6,6,3,6,3,6,6
2362,Male,10,1,4,6,2,1,7,3,2,6,1,7,1,2,5,5,6,3,5,7,1,6,6,6,7,4,3,1,4
2363,Male,2,6,4,4,4,2,4,3,5,3,2,2,6,3,5,2,7,5,2,7,5,7,4,2,3,2,7,7,5
2364,Female,8,2,1,6,5,7,6,3,6,3,4,4,7,5,7,6,7,1,5,1,5,1,2,1,4,3,3,1,4
2365,Female,11,5,1,5,4,7,1,5,5,7,2,3,1,4,6,7,3,5,2,6,5,4,7,1,5,1,5,1,4
2366,Male,7,2,5,7,4,2,1,4,5,4,5,5,3,5,6,6,6,2,2,1,6,3,5,6,6,6,2,7,4
2367,Male,4,2,6,1,6,6,7,3,7,5,6,1,5,3,2,6,1,5,7,7,5,1,1,7,2,7,3,2,7
2368,Male,1,3,1,4,7,2,7,3,3,6,4,7,2,6,4,1,2,1,1,1,3,6,7,1,6,6,6,6,4
2369,Male,2,7,7,6,4,7,6,2,7,7,4,3,3,4,4,7,1,7,3,6,7,7,6,7,6,4,6,7,1
2370,Male,2,2,6,6,5,4,3,3,1,5,5,6,3,2,2,6,4,5,4,6,2,6,3,1,7,4,5,2,7
2371,Male,6,2,7,6,6,6,1,4,2,3,3,5,4,1,7,6,2,5,7,4,7,4,7,3,1,7,4,7,1
2372,Female,10,4,7,7,6,7,4,7,5,7,4,7,4,6,7,7,4,3,5,6,1,3,3,4,1,6,4,2,6
2373,Female,9,3,5,4,4,6,4,1,3,5,6,7,7,1,1,7,5,3,5,5,6,6,1,4,6,4,1,7,3
2374,Male,2,1,5,5,6,6,5,6,1,4,5,2,6,1,2,1,1,3,5,3,1,5,5,5,4,2,2,6,7
2375,Female,7,2,1,4,3,7,4,2,1,7,2,5,7,5,1,3,2,5,7,5,6,6,5,4,4,2,3,6,4
2376,Female,2,5,3,4,2,4,7,1,4,5,7,6,1,6,3,1,2,6,1,6,3,6,3,7,2,7,7,5,5
2377,Male,8,1,4,2,2,4,3,3,5,5,7,3,6,6,3,1,1,5,3,4,6,5,4,5,2,3,1,1,4
2378,Female,8,1,7,5,2,6,4,3,1,1,6,3,2,7,4,7,7,1,7,6,5,5,7,1,5,1,7,5,6
2379,Female,5,7,1,5,4,4,3,2,7,2,1,6,2,4,7,1,7,3,4,6,1,2,3,2,3,7,2,5,1
2380,Female,8,6,4,6,2,2,3,2,3,3,5,3,3,2,7,1,4,2,1,4,6,6,2,2,4,4,6,1,7
2381,Male,4,3,3,4,6,2,5,2,7,1,7,2,4,5,2,6,3,5,2,6,4,3,5,5,4,1,1,5,5
2382,Male,2,6,5,6,5,7,6,6,1,2,1,1,3,7,3,7,2,3,6,6,5,2,4,3,3,1,4,1,5
2383,Male,1,2,7,2,2,2,4,1,3,3,5,5,3,1,4,3,4,3,3,3,3,5,1,1,3,2,1,7,1
2384,Male,7,4,5,3,6,2,1,3,7,7,6,6,5,4,5,5,7,3,2,4,1,2,3,6,6,6,1,6,3
2385,Female,7,1,6,7,2,7,3,6,5,2,4,2,5,3,3,5,3,1,3,6,3,1,3,7,1,7,5,7,5
2386,Male,11,7,7,3,6,4,5,5,6,4,4,3,4,2,6,4,5,4,7,5,1,1,6,7,3,6,3,7,7
2387,Male,6,4,3,4,7,4,5,7,2,3,6,3,2,3,6,6,3,7,3,4,1,5,5,4,7,3,6,1,6
2388,Male,7,7,6,2,3,2,6,5,3,3,1,3,3,6,4,7,2,7,2,7,6,6,5,5,2,1,2,3,7
2389,Female,9,4,3,5,4,6,1,7,1,1,3,7,4,7,3,3,7,5,5,5,3,3,5,7,3,5,6,1,3
2390,Male,1,2,4,3,4,5,4,5,6,3,1,4,2,4,5,3,7,1,2,3,4,5,7,2,1,4,5,7,1
2391,Male,12,2,3,6,5,5,1,4,1,6,2,6,6,2,4,2,4,3,3,2,1,7,1,1,1,2,1,6,7
2392,Female,5,3,7,5,5,3,7,2,2,6,3,1,2,3,4,6,7,2,1,2,2,2,1,2,1,7,2,2,4
2393,Male,6,2,5,3,2,2,2,7,2,7,3,2,6,6,6,1,6,3,7,5,6,4,1,7,1,7,4,5,7
2394,Male,11,6,7,5,5,3,1,4,1,4,4,4,4,3,4,4,1,1,3,4,1,3,2,5,4,3,7,2,7
2395,Female,5,6,2,5,4,6,4,1,5,4,5,4,7,2,6,7,6,1,7,4,3,5,2,2,4,5,4,7,7
2396,Male,7,2,5,5,3,2,6,7,3,1,3,1,5,5,7,4,4,7,2,7,5,7,5,4,5,2,4,7,5
2397,Female,2,1,3,6,6,6,6,7,7,7,5,2,5,1,2,6,6,2,1,1,6,7,3,1,6,6,6,5,1
2398,Female,3,3,6,7,3,2,5,5,2,5,4,3,2,7,3,5,1,5,6,6,1,4,7,3,3,7,5,1,1
2399,Female,7,5,7,3,2,7,1,7,4,5,5,5,6,4,3,7,1,6,3,6,4,3,5,7,7,5,2,3,1
2400,Male,8,6,3,7,6,2,3,3,3,2,4,7,7,3,1,4,1,7,1,5,7,5,4,7,7,2,2,6,2
2401,Male,8,4,5,7,2,1,5,7,6,2,7,4,5,5,6,1,6,5,3,1,6,1,6,7,7,2,5,5,3
2402,Male,8,6,5,4,6,6,6,2,5,4,2,1,5,7,2,1,7,1,2,7,3,2,6,4,6,6,7,1,3
2403,Female,1,2,4,3,3,4,1,4,6,1,6,7,2,5,2,1,6,6,1,5,7,6,4,1,3,4,6,3,1
2404,Male,4,7,7,4,1,1,2,3,6,5,4,5,1,1,2,7,2,4,2,4,5,7,3,3,6,4,6,5,7
2405,Male,5,3,1,4,7,1,5,3,6,6,6,5,3,3,3,6,1,2,3,4,5,4,7,7,5,5,7,4,5
2406,Female,9,1,3,4,1,3,6,5,3,2,5,1,3,5,7,4,6,3,5,3,3,5,5,6,4,1,5,5,1
