Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
1699,Female,12,5,5,4,7,6,3,5,6,3,3,4,2,6,5,3,5,6,3,2,3,3,4,1,4,3,2,3,4
1700,Male,2,5,2,2,1,3,7,1,1,5,3,4,3,4,5,2,6,3,1,4,6,4,4,4,1,1,1,3,5
1701,Female,4,2,4,5,7,4,4,3,2,2,1,1,3,7,3,5,3,4,1,1,2,6,3,4,3,3,7,4,2
1702,Female,5,7,1,5,2,2,3,1,3,2,3,1,2,4,7,3,6,2,1,2,7,5,2,2,6,7,7,7,4
1703,Male,2,4,7,3,1,6,5,1,6,2,1,6,5,7,5,4,6,5,7,3,1,4,7,4,7,4,1,2,7
1704,Male,12,2,7,5,6,5,3,1,7,4,5,6,7,5,5,7,1,6,2,2,1,4,3,2,6,6,3,3,5
1705,Male,4,5,2,4,6,7,6,7,6,1,5,2,7,2,1,1,3,4,7,6,5,4,5,5,1,7,6,4,3
1706,Male,3,1,6,3,7,2,7,1,7,3,2,7,1,3,7,5,5,3,6,3,3,1,1,5,7,3,1,6,1
1707,Male,6,4,4,5,6,4,4,2,5,7,4,1,1,1,5,5,7,3,6,5,1,6,7,6,7,4,4,5,3
1708,Female,11,6,6,5,5,6,3,7,2,4,7,6,7,1,2,6,6,4,1,6,6,2,3,2,4,4,5,6,5
1709,Male,3,2,1,2,6,5,3,6,6,3,2,6,4,1,2,4,1,7,3,1,3,7,5,2,1,1,7,7,4
1710,Female,3,5,5,1,7,5,1,1,2,4,6,5,7,3,5,5,1,6,7,1,7,3,3,4,2,4,4,7,6
1711,Male,10,6,4,7,4,2,5,1,1,6,3,7,6,4,3,4,4,4,2,4,5,6,7,2,3,7,1,3,7
1712,Male,10,4,4,1,1,2,5,2,3,1,7,4,6,2,1,1,6,7,5,5,3,4,4,6,4,2,5,4,6
1713,Female,4,3,1,6,6,3,2,5,7,6,7,4,2,7,4,2,3,6,7,7,4,5,6,2,2,5,2,4,5
1714,Male,8,1,2,4,5,6,3,7,2,2,7,3,6,2,5,2,5,6,6,1,1,6,2,6,4,4,4,3,4
1715,Male,12,1,2,4,4,5,7,3,7,4,2,5,6,3,6,3,2,2,7,5,6,2,5,2,7,7,1,6,6
1716,Male,3,6,4,6,1,1,7,2,5,1,7,4,4,5,4,2,6,3,1,2,1,3,5,4,2,2,1,5,2
1717,Male,5,4,5,7,6,6,6,4,2,6,3,6,4,7,5,2,6,2,5,5,7,2,3,2,7,1,3,2,3
1718,Female,12,1,1,6,1,2,5,7,1,1,3,2,5,2,2,7,3,2,1,2,5,2,2,4,3,7,1,3,6
1719,Male,11,1,1,3,2,5,6,4,2,6,7,2,7,3,4,7,4,6,1,3,1,2,1,2,2,5,6,5,6
1720,Female,12,2,6,3,5,1,3,2,2,3,6,2,5,5,7,2,7,1,6,6,1,6,5,4,2,4,4,7,6
1721,Female,6,4,2,6,3,3,4,7,2,7,2,7,3,6,5,3,4,5,5,4,7,4,7,6,6,3,7,7,1
1722,Male,6,6,3,2,4,5,1,3,5,5,7,2,4,5,1,4,4,6,5,5,5,7,5,6,3,2,4,5,4
1723,Female,6,2,2,3,1,5,6,4,4,3,5,4,7,2,2,1,7,3,5,7,4,1,6,3,5,3,6,4,5
1724,Female,6,3,6,7,6,1,7,5,3,7,7,2,6,4,6,5,3,4,4,7,5,4,2,1,3,6,2,2,5
1725,Female,4,4,3,2,7,7,2,7,7,2,4,7,7,6,4,5,3,3,2,2,1,1,4,1,3,5,4,4,5
1726,Female,9,5,4,4,3,2,7,7,6,3,7,5,5,5,3,2,4,1,2,4,7,7,6,1,3,6,2,6,2
1727,Male,8,4,5,6,4,7,6,4,5,3,4,5,6,6,1,2,3,1,6,4,2,1,4,4,7,4,1,2,3
1728,Male,3,4,5,2,5,4,2,1,5,5,7,4,2,5,2,4,5,6,1,5,4,6,2,6,4,3,2,2,4
1729,Male,4,2,5,6,3,7,7,6,5,4,7,6,4,6,3,7,6,6,7,2,6,1,4,4,5,2,1,5,1
1730,Female,9,1,1,6,6,4,3,7,3,1,6,2,2,6,2,3,4,3,2,5,4,2,3,3,1,7,3,2,5
1731,Male,7,2,4,5,3,4,1,3,6,2,5,5,1,7,5,1,3,6,6,4,6,5,1,5,5,1,5,6,5
1732,Female,12,1,3,2,2,4,1,4,2,5,4,3,3,1,5,4,1,5,4,4,5,5,1,3,6,5,2,3,7
1733,Male,1,2,1,2,7,7,2,4,5,7,7,1,3,2,3,6,6,1,4,3,1,1,7,1,3,6,2,3,3
1734,Male,1,2,3,5,4,3,5,1,4,1,2,7,3,6,2,2,2,5,3,1,3,7,4,1,1,6,4,2,2
1735,Male,11,6,4,6,3,1,1,1,5,7,3,6,5,7,4,7,6,1,5,5,3,2,7,3,7,1,7,6,7
1736,Male,2,7,5,6,3,7,2,1,3,1,7,7,4,6,6,6,6,6,7,4,2,6,3,4,2,1,7,4,6
1737,Female,8,4,5,3,3,4,6,2,5,7,3,5,3,7,3,7,3,4,1,7,4,3,2,4,7,1,3,2,2
1738,Female,2,4,1,7,3,4,7,7,2,5,3,3,5,2,6,4,6,5,2,3,2,1,5,4,4,4,4,6,1
1739,Male,11,4,6,3,5,4,7,1,2,3,4,6,7,6,4,4,2,2,6,3,4,5,4,4,2,2,3,5,7
1740,Male,11,1,4,6,2,1,7,7,5,4,4,5,3,7,4,4,4,1,5,2,2,2,3,2,4,2,4,4,4
1741,Male,12,1,4,4,7,2,4,6,5,1,2,5,4,7,7,2,6,6,2,6,1,1,3,5,2,6,3,4,2
1742,Female,8,6,7,2,4,1,5,7,7,3,2,6,6,6,4,1,3,7,7,1,6,1,6,5,4,5,3,1,3
1743,Female,2,6,4,3,3,6,4,3,5,1,7,4,3,1,2,5,2,6,4,2,4,3,7,2,7,1,7,6,6
1744,Female,11,5,2,7,5,2,7,5,1,6,7,2,2,3,7,5,7,2,7,7,4,2,1,7,7,5,5,5,4
1745,Female,3,7,2,1,4,2,1,2,7,4,7,5,5,6,1,2,5,4,6,7,5,4,5,3,2,3,1,1,2
1746,Male,6,1,4,5,1,1,1,2,4,1,5,1,2,4,6,4,5,3,2,4,4,7,5,5,7,3,6,3,3
1747,Male,10,5,3,1,4,7,5,3,4,4,3,3,1,4,2,4,2,3,4,5,4,4,7,3,5,7,4,5,2
1748,Female,6,2,6,5,3,3,6,1,3,1,7,4,4,6,2,2,3,5,7,4,5,1,5,3,7,2,5,4,1
1749,Female,2,1,5,5,6,7,1,5,1,5,2,1,1,6,1,2,4,5,5,2,5,3,3,5,3,2,5,4,3
1750,Female,7,6,3,2,4,5,4,1,1,1,7,1,6,1,7,5,6,4,4,2,3,5,3,7,7,1,4,5,2
1751,Female,1,5,5,3,5,4,5,6,2,6,5,5,1,6,7,1,5,4,5,2,4,3,2,4,4,2,2,6,5
1752,Male,11,5,1,4,6,6,2,7,2,4,4,7,6,7,1,3,7,7,7,7,3,2,2,6,2,2,6,4,1
1753,Female,9,2,3,4,6,5,4,1,7,2,4,1,2,4,5,4,4,3,3,1,3,3,2,5,7,2,7,7,7
1754,Female,6,6,1,3,3,4,5,5,4,1,5,4,3,1,4,5,3,5,2,6,4,2,5,7,6,1,6,4,2
1755,Male,9,6,3,2,1,6,3,6,3,5,4,5,4,3,1,4,1,5,2,2,2,3,6,4,4,5,7,7,6
1756,Male,3,5,4,7,7,6,5,6,2,2,3,3,3,6,7,5,6,7,3,7,7,1,1,6,7,4,7,4,7
1757,Male,7,6,4,2,7,6,4,3,6,7,5,7,2,6,6,5,2,7,6,3,3,5,6,3,3,2,3,7,7
1758,Male,4,7,2,5,4,4,1,6,2,3,2,3,7,4,6,3,3,6,1,2,1,1,6,7,3,5,6,2,2
1759,Female,10,2,2,2,2,6,7,2,5,4,6,7,3,1,3,4,7,6,1,2,3,1,6,2,4,6,4,7,1
1760,Male,3,7,4,7,5,6,4,1,4,6,1,6,4,5,3,1,2,7,2,5,2,1,1,4,5,2,7,6,5
1761,Male,12,5,4,4,5,3,6,5,3,3,7,2,5,5,4,3,7,4,2,4,3,5,4,3,5,3,2,6,4
1762,Female,1,5,7,5,7,4,3,4,4,5,2,6,7,1,7,2,3,1,6,1,1,2,5,4,2,3,4,7,1
1763,Male,4,5,6,6,6,1,4,3,1,4,5,6,1,3,2,3,3,2,4,6,3,5,7,3,5,7,3,1,4
1764,Male,12,3,1,7,6,1,6,6,2,3,7,5,7,2,6,1,3,2,3,3,4,4,1,3,3,4,2,4,4
1765,Female,6,2,7,6,3,6,4,3,2,2,4,6,7,5,5,3,2,1,1,5,3,6,6,4,6,7,4,3,7
1766,Female,10,2,3,4,1,7,7,7,3,4,1,1,2,7,5,6,7,1,7,2,5,7,4,5,1,1,5,2,4
1767,Male,12,2,1,1,4,6,5,5,7,3,7,3,3,5,7,4,4,3,4,3,4,1,7,4,2,2,4,4,3
1768,Male,9,6,1,5,6,7,1,3,4,1,4,3,3,1,1,5,1,2,3,2,4,1,2,1,6,2,7,1,2
1769,Female,9,3,3,1,2,5,5,3,2,1,4,2,4,7,4,6,1,6,2,7,2,5,1,5,6,2,2,4,5
1770,Female,9,4,6,5,1,7,5,2,5,6,6,2,5,6,1,1,2,1,6,7,4,3,5,2,5,1,5,7,2
1771,Male,6,7,7,3,1,7,7,4,1,6,1,5,2,3,6,7,7,5,5,6,1,1,7,5,2,2,4,6,4
1772,Male,1,2,2,7,1,4,7,4,7,3,5,7,1,6,6,2,2,3,7,5,3,7,5,3,2,6,2,6,6
1773,Male,2,6,6,4,7,5,3,4,4,7,7,4,6,2,1,3,7,2,2,5,6,3,1,5,7,3,2,7,4
1774,Male,6,3,3,6,7,3,3,2,2,7,6,4,2,4,1,2,1,1,2,4,2,3,7,6,1,2,6,3,4
1775,Female,5,7,1,6,6,3,3,5,5,6,4,2,7,1,6,4,6,5,4,7,6,7,1,7,5,3,1,5,3
1776,Male,12,5,5,6,5,5,1,4,2,4,5,6,6,4,7,7,3,2,3,5,3,4,2,5,2,1,6,7,4
1777,Male,8,5,6,2,2,1,3,3,4,3,5,6,6,2,4,1,2,3,7,3,3,1,2,5,3,5,2,6,5
1778,Male,4,7,4,7,2,2,4,1,1,4,7,4,2,7,6,1,7,5,2,4,1,1,6,1,6,2,4,4,6
1779,Female,11,4,1,1,3,7,7,7,7,7,3,4,7,5,5,7,5,3,1,5,7,3,3,2,6,7,7,5,3
1780,Male,11,5,5,7,4,1,3,2,4,5,3,2,1,1,7,4,6,6,1,2,2,7,7,2,2,3,3,1,2
1781,Female,4,5,3,2,2,5,4,1,1,2,1,6,1,4,4,7,4,3,1,1,6,2,1,6,3,2,7,5,5
1782,Female,11,2,5,1,5,2,4,1,4,7,3,7,4,5,2,1,3,2,7,5,4,2,5,5,2,1,2,6,1
1783,Male,8,2,3,1,1,3,1,7,6,5,5,4,1,4,1,3,6,5,1,2,2,5,6,3,7,2,1,3,2
1784,Female,5,5,7,4,2,6,6,2,4,5,2,3,5,1,1,2,3,6,7,5,2,1,5,2,6,3,7,5,1
1785,Male,8,2,1,2,4,2,5,6,6,3,2,5,7,6,1,5,1,7,7,1,3,6,7,4,6,7,3,6,6
1786,Female,5,1,3,2,2,5,3,2,3,5,2,2,6,4,5,6,7,2,3,7,3,3,7,3,5,4,5,6,1
1787,Male,8,5,5,7,4,4,7,1,2,6,1,4,3,4,4,1,4,5,5,7,5,6,2,1,3,2,3,2,2
1788,Male,11,5,6,6,2,3,1,5,1,3,4,7,3,3,4,2,2,2,3,5,5,5,5,2,3,7,2,6,1
1789,Male,9,6,3,2,4,1,1,7,3,3,1,1,3,4,5,6,7,5,7,2,4,5,6,3,1,3,6,7,2
1790,Male,10,7,5,3,4,5,4,6,1,5,3,2,6,6,7,2,7,4,4,3,3,3,6,6,6,3,4,5,7
1791,Female,8,1,7,4,2,5,2,4,3,1,3,5,2,5,2,2,5,3,2,5,5,1,1,1,4,1,5,1,3
1792,Male,12,5,5,4,3,1,2,6,4,1,3,6,4,5,7,4,7,4,5,7,3,5,5,1,4,6,7,6,4
1793,Female,4,2,2,7,7,5,4,7,4,1,4,3,6,2,5,4,5,3,4,7,4,4,1,5,6,4,3,3,6
1794,Male,1,3,6,5,7,4,7,2,3,5,1,4,7,2,6,2,7,7,7,6,2,2,6,6,5,1,6,4,4
1795,Female,10,5,4,6,5,5,6,4,7,5,2,4,2,7,6,2,6,5,7,1,6,6,7,5,1,4,4,2,7
1796,Male,8,1,5,6,5,7,6,6,2,3,1,6,5,7,6,2,4,3,4,4,2,6,7,6,2,3,4,1,1
1797,Female,8,4,6,4,3,2,2,7,2,3,4,3,3,1,1,6,1,1,3,4,1,1,2,2,2,7,1,6,3
1798,Female,1,4,4,5,4,2,2,5,6,7,5,4,1,4,7,3,1,3,1,5,7,2,4,1,2,2,6,4,5
1799,Female,8,6,3,7,2,1,5,6,4,6,6,6,1,4,3,1,3,5,6,6,5,1,6,7,6,4,5,3,6
1800,Female,12,6,4,5,2,5,5,1,7,3,5,6,1,1,4,5,2,4,6,6,4,1,1,7,2,7,5,3,1
1801,Male,7,5,5,6,6,2,1,1,5,5,1,2,3,5,7,7,4,4,6,5,4,5,2,3,4,7,7,3,4
1802,Male,7,5,7,7,7,2,3,6,7,3,6,5,6,1,7,6,1,1,4,7,1,4,6,6,3,1,7,4,1
1803,Female,12,1,6,1,7,5,6,5,6,1,6,3,4,3,5,7,6,1,3,2,6,3,2,7,4,3,4,3,1
1804,Female,9,5,6,1,2,5,2,2,2,5,4,3,4,2,1,7,2,5,1,2,1,2,7,1,4,2,6,5,7
1805,Female,9,5,6,6,5,1,5,5,3,3,6,6,3,7,1,4,5,4,3,1,3,3,4,6,6,7,7,4,6
1806,Male,11,4,3,2,1,3,3,6,6,3,7,2,3,6,3,5,2,5,2,5,5,1,6,6,1,6,3,3,6
1807,Female,9,3,7,2,4,1,3,1,7,2,6,3,3,7,1,3,1,6,4,3,3,7,5,3,1,3,7,1,3
1808,Female,7,6,6,2,5,7,2,7,4,4,1,7,5,6,1,4,7,1,6,4,6,5,2,1,1,6,6,2,6
1809,Male,2,4,5,2,2,2,4,2,6,6,5,6,1,7,1,1,6,7,7,1,4,6,6,5,3,7,3,4,4
1810,Male,12,2,6,3,5,1,7,7,6,6,3,4,2,3,3,7,4,7,1,5,6,5,3,3,4,1,6,4,2
1811,Male,2,7,4,1,4,6,5,4,3,6,4,6,7,2,4,5,1,3,4,2,1,7,4,2,2,4,2,7,5
1812,Male,11,3,5,2,3,1,3,3,4,2,7,5,1,7,4,1,3,2,1,7,2,4,3,7,7,6,7,6,3
1813,Male,1,3,2,5,2,7,7,5,2,2,5,7,7,1,6,6,3,4,2,6,3,7,1,3,1,5,6,2,1
1814,Female,12,2,1,5,1,5,3,1,1,4,7,7,6,2,1,5,6,6,6,1,5,2,1,5,1,3,2,1,5
1815,Male,6,6,4,5,3,4,6,6,7,2,3,1,4,2,7,7,6,1,4,4,3,4,2,6,4,7,2,4,3
1816,Male,12,4,7,3,5,2,5,6,1,2,1,5,3,4,5,2,7,4,3,7,4,4,5,1,6,6,2,5,5
1817,Male,6,2,1,4,2,2,5,5,5,6,2,3,6,2,3,2,1,6,4,1,6,6,5,6,1,2,6,1,7
1818,Female,6,6,3,3,7,6,1,6,6,1,7,7,4,2,7,1,6,7,7,1,2,4,2,2,5,2,6,6,7
1819,Male,5,6,3,4,7,2,2,4,2,4,2,1,7,4,6,6,1,5,1,6,3,4,4,3,7,5,7,1,6
1820,Male,2,6,7,2,3,3,2,5,4,1,5,5,6,6,3,2,7,2,1,6,7,5,5,4,1,5,5,1,7
1821,Female,10,6,6,1,3,3,5,1,4,6,1,1,1,5,4,2,6,7,5,1,2,4,1,2,6,2,7,2,7
1822,Male,7,5,6,6,3,2,5,1,3,6,4,7,3,7,3,3,6,1,2,4,6,4,2,6,2,5,6,3,1
1823,Male,2,4,4,1,4,6,6,4,7,5,7,4,1,7,6,7,5,3,5,6,4,1,3,4,6,2,6,3,7
1824,Female,12,2,6,3,5,5,4,4,2,1,7,7,1,5,5,1,5,2,4,2,3,4,4,6,2,2,4,3,5
1825,Male,1,7,6,6,6,7,7,1,1,5,1,5,1,7,6,4,5,6,2,5,5,4,2,5,6,5,2,5,5
1826,Male,3,6,1,4,2,3,7,7,5,6,4,5,2,7,5,2,1,2,2,7,3,1,3,3,2,4,4,2,2
1827,Female,1,3,7,6,6,5,6,1,6,5,4,5,7,7,5,1,2,5,3,1,5,3,1,3,3,3,7,5,6
1828,Female,2,6,4,7,1,6,2,7,7,3,5,1,3,6,7,6,1,1,3,6,6,2,6,1,4,4,1,3,3
1829,Female,4,4,2,5,1,7,3,4,6,3,1,2,7,2,5,2,5,1,3,2,3,2,2,6,5,5,3,1,2
1830,Female,12,3,3,3,5,3,1,6,2,4,5,7,5,4,7,5,1,5,7,2,5,4,1,3,6,5,4,3,2
1831,Female,10,6,3,3,6,3,5,7,7,3,2,6,2,4,2,5,5,3,5,3,4,5,7,5,1,3,2,6,7
1832,Female,10,1,1,6,2,5,1,4,3,2,5,6,2,3,7,3,3,4,7,6,3,4,6,5,1,2,4,3,2
1833,Female,8,7,6,6,6,3,6,6,2,4,2,1,6,5,7,5,1,2,4,7,4,7,6,1,1,7,4,6,5
1834,Male,10,2,2,6,5,6,2,6,7,7,1,4,6,4,3,3,7,6,7,2,3,4,6,1,1,4,5,4,2
1835,Female,1,5,1,4,2,3,6,3,4,4,3,5,5,7,1,4,3,1,7,6,7,4,5,3,7,6,7,2,3
1836,Female,9,4,1,3,2,4,5,5,1,6,2,1,1,7,2,4,4,4,4,4,3,1,4,6,5,4,5,6,3
1837,Male,6,7,1,3,5,1,7,7,1,1,5,6,5,2,1,7,2,6,7,7,2,2,1,5,7,6,7,4,5
1838,Male,5,6,1,1,5,7,5,6,4,4,7,2,2,7,1,7,2,7,1,4,2,2,7,3,1,1,1,3,6
1839,Male,2,5,3,3,3,1,6,5,5,3,2,2,6,5,4,5,6,7,1,3,2,5,3,2,3,2,6,2,2
1840,Female,2,4,3,5,7,2,5,6,5,4,6,5,2,5,6,6,1,3,6,2,5,2,3,2,6,7,2,2,3
1841,Male,10,7,2,7,3,7,7,7,3,2,1,3,2,6,5,5,6,7,7,4,3,7,3,3,4,2,5,4,5
1842,Female,4,5,4,1,4,4,6,6,7,4,7,2,3,2,7,5,2,6,4,2,7,7,3,6,4,2,7,3,2
1843,Male,9,7,1,1,5,1,3,7,5,2,4,4,3,1,6,2,3,2,7,1,3,3,6,5,3,3,5,1,1
1844,Female,3,3,5,6,7,2,5,3,7,2,7,4,1,6,5,5,3,5,6,6,4,2,5,5,7,2,2,5,1
1845,Male,4,2,4,1,6,7,6,4,6,7,3,1,5,3,1,5,5,7,2,4,4,1,4,7,3,4,3,4,3
1846,Male,1,2,3,2,1,4,2,1,1,3,3,4,5,7,1,2,7,7,7,7,3,7,7,2,5,7,6,4,2
1847,Female,6,1,6,3,4,2,6,5,2,5,2,2,6,5,5,6,2,2,4,2,4,3,1,5,3,3,2,5,4
1848,Male,10,6,2,2,1,2,5,3,1,7,6,2,1,6,7,4,3,5,2,6,4,6,4,7,2,2,1,5,6
1849,Female,9,7,3,6,7,3,4,3,2,3,6,2,3,5,5,6,1,1,7,3,5,5,1,1,5,5,3,6,4
1850,Male,9,2,3,3,2,2,4,7,7,7,6,7,1,3,4,6,6,3,6,2,5,2,4,5,2,2,6,1,1
1851,Male,11,1,5,3,2,7,4,6,6,6,7,5,2,4,6,7,6,4,7,7,5,2,3,5,3,7,4,5,6
1852,Female,7,5,1,3,7,5,4,5,1,6,6,3,3,2,6,4,1,7,4,6,1,1,2,5,4,5,4,6,7
1853,Male,1,7,3,6,5,7,7,7,2,1,1,7,3,6,7,2,2,7,7,7,4,1,6,3,2,3,4,6,4
1854,Female,8,3,5,3,4,5,4,4,5,6,4,1,1,1,7,4,2,1,1,1,2,7,6,4,1,7,5,6,3
1855,Female,1,6,1,5,6,4,6,4,2,5,4,7,7,5,7,7,4,6,6,5,6,7,2,7,3,2,6,3,6
1856,Female,5,5,7,7,6,3,3,3,2,2,3,2,6,2,4,5,2,5,6,6,5,4,1,5,1,2,1,3,3
1857,Female,4,4,1,2,6,6,7,5,3,4,5,7,6,3,4,6,4,4,7,6,5,1,5,2,5,3,2,2,5
1858,Male,3,7,1,3,5,7,1,5,5,2,4,3,6,4,1,6,5,2,4,6,3,5,3,3,7,1,6,4,3
1859,Female,4,1,1,4,1,7,5,6,4,6,4,6,6,4,3,3,1,4,2,2,2,6,2,7,2,4,7,5,5
1860,Female,12,1,6,1,1,7,6,5,2,2,2,3,2,6,4,7,5,2,1,6,4,5,1,4,7,4,1,5,5
1861,Male,9,4,6,7,4,6,4,5,6,7,3,1,7,6,6,1,3,7,1,7,6,5,1,3,2,3,6,5,3
1862,Male,8,5,3,4,3,1,3,2,4,5,3,4,6,1,6,3,2,6,3,2,1,1,4,4,1,6,7,5,5
1863,Male,2,5,4,6,6,7,2,6,7,3,7,2,4,3,2,1,3,6,6,3,2,4,2,5,3,3,3,1,5
1864,Male,10,6,3,6,3,7,6,2,1,7,2,3,4,2,7,2,3,7,2,3,7,2,2,3,7,1,7,1,2
1865,Male,12,6,6,7,2,7,2,3,2,3,4,3,6,1,6,6,1,2,4,6,7,5,3,1,4,4,6,3,3
1866,Male,3,3,2,3,4,2,6,1,4,4,2,6,4,4,3,2,6,1,3,6,1,7,5,2,4,2,3,5,6
1867,Female,12,4,5,2,7,5,2,3,4,4,1,5,3,4,4,7,3,1,5,7,3,4,3,2,3,6,3,4,1
1868,Male,1,2,4,6,7,6,3,3,2,6,5,5,2,5,5,1,1,4,6,5,1,3,2,3,3,7,4,4,4
1869,Male,6,5,6,4,3,7,3,5,4,3,1,7,6,5,7,4,6,7,3,2,3,2,6,2,6,7,1,3,7
1870,Female,9,5,3,5,1,6,6,2,7,5,3,2,2,7,4,7,4,2,6,4,7,6,6,1,1,2,3,3,7
1871,Female,5,7,2,2,7,3,3,5,6,6,2,1,7,3,4,4,7,7,3,6,2,5,7,6,5,2,4,1,6
1872,Female,10,6,5,3,3,1,2,1,5,7,1,6,3,6,5,3,2,2,3,5,1,2,4,7,2,3,6,1,3
1873,Male,10,2,3,5,2,2,1,3,7,3,7,7,6,2,3,1,3,4,3,2,6,4,7,1,4,7,1,2,4
1874,Female,5,7,6,5,2,6,7,6,2,7,6,6,3,6,1,4,6,7,4,3,2,5,1,5,5,1,3,1,1
1875,Female,6,3,1,1,5,7,2,5,1,6,4,6,6,7,2,3,4,2,2,1,3,7,7,5,1,7,1,4,1
1876,Female,7,2,4,6,7,3,1,3,3,5,3,7,1,3,6,6,5,6,7,1,4,5,7,7,1,1,1,2,7
1877,Male,3,6,7,5,7,3,5,7,4,6,2,1,2,7,1,7,3,6,5,1,3,4,5,6,6,6,1,3,5
1878,Male,8,5,2,6,4,5,5,1,3,2,2,4,7,1,2,4,2,7,5,2,4,1,4,1,6,2,6,5,6
1879,Male,8,6,5,4,1,5,6,2,6,5,4,5,3,2,3,7,1,3,7,4,5,5,3,6,4,3,2,3,3
1880,Female,9,6,3,3,2,2,3,5,7,5,5,7,6,7,7,6,2,1,3,4,3,2,2,5,2,7,4,1,2
1881,Female,9,6,6,4,4,7,5,1,4,5,6,2,4,7,6,3,6,3,2,1,2,3,1,4,4,2,3,7,6
1882,Female,9,6,4,2,1,1,6,6,2,7,1,4,7,6,5,6,5,7,5,1,2,5,6,2,6,3,7,1,4
1883,Male,3,1,6,5,6,3,7,3,5,3,7,7,3,5,5,5,4,6,5,2,2,2,1,5,4,1,6,4,4
1884,Male,9,4,4,7,4,7,2,1,5,6,7,7,5,1,3,4,1,5,5,5,5,6,5,7,3,7,3,5,1
1885,Female,12,3,6,6,2,5,3,3,4,2,3,2,4,3,5,2,6,1,4,6,1,2,1,4,5,5,5,4,3
1886,Female,1,6,6,3,3,7,4,5,2,4,7,5,6,7,4,2,7,1,7,1,7,5,5,6,5,4,5,4,1
1887,Male,5,4,3,4,2,7,5,4,5,4,5,7,5,4,3,2,5,5,7,3,3,6,5,7,5,4,4,3,7
1888,Male,7,1,2,5,4,2,2,2,7,4,3,1,6,4,6,4,3,1,5,6,7,4,3,2,5,3,1,2,4
1889,Male,11,2,4,3,2,1,6,5,4,2,7,5,6,3,7,5,4,1,5,5,5,6,3,2,2,1,3,1,6
1890,Male,11,7,5,3,5,7,2,7,2,1,2,1,6,2,6,7,5,7,2,1,5,2,2,7,7,7,3,4,5
1891,Female,7,6,6,6,1,2,4,6,4,1,5,2,3,6,2,6,4,3,3,6,2,1,6,1,7,4,2,1,5
1892,Male,12,2,5,7,4,2,5,5,4,6,1,2,7,5,4,5,3,1,1,6,6,3,4,3,1,7,6,1,1
1893,Male,1,2,7,5,2,7,5,7,3,4,4,3,4,5,7,1,7,6,2,6,1,2,6,5,3,5,7,2,5
1894,Female,8,4,4,7,2,3,1,1,7,5,7,2,6,2,6,3,6,1,5,1,2,2,5,6,6,7,7,7,1
1895,Male,8,7,2,7,5,2,2,5,7,1,1,1,4,2,1,5,7,6,3,5,6,7,5,2,1,3,1,1,5
1896,Male,3,4,2,3,1,3,2,4,5,5,1,5,2,2,5,4,1,1,3,5,1,6,5,6,1,2,2,5,7
1897,Male,10,6,5,5,7,1,5,6,4,6,5,6,2,3,6,7,4,6,3,1,1,7,4,4,5,4,5,1,4
1898,Male,11,7,2,4,2,7,3,7,1,4,5,2,4,5,4,2,5,7,4,1,1,1,4,2,6,4,5,7,5
1899,Female,10,7,1,6,7,1,7,4,4,5,6,2,5,2,3,3,4,3,4,1,6,4,2,5,4,2,5,6,5
1900,Female,6,4,1,2,5,6,6,5,7,1,5,6,2,6,5,3,7,3,4,1,6,7,6,6,2,5,3,7,3
1901,Female,7,3,1,5,3,1,7,3,4,6,6,2,2,1,2,6,5,1,3,6,2,3,1,5,6,2,5,2,6
1902,Male,6,5,1,3,4,4,7,7,4,2,2,3,5,6,5,1,2,2,6,2,2,5,4,7,2,1,2,2,6
1903,Male,7,2,6,7,2,5,2,5,3,6,7,4,2,3,4,1,4,4,5,6,2,4,2,4,7,5,5,7,4
1904,Male,6,1,1,5,6,6,2,6,7,4,6,2,5,3,7,7,6,1,7,2,4,4,7,5,2,3,3,2,5
1905,Male,2,4,6,2,1,6,4,3,2,2,1,5,1,7,6,1,5,6,7,1,5,3,7,6,1,5,6,4,2
1906,Female,10,2,5,4,1,1,5,3,4,3,1,7,4,1,7,2,4,2,3,3,5,4,4,5,2,3,2,2,6
